"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_All","TOI_EV","TOI_PP","TOI_SH","EVO_GAR","EVD_GAR","PPO_GAR","SHD_GAR","Take_GAR","Draw_GAR","Off_GAR","Def_GAR","Pens_GAR","GAR","WAR","SPAR"
"Johnny Boychuk","JOHNNY.BOYCHUK","8470187","18-19","NYI","D","R",1984-01-19,34,2002,2,61,74,1393.4,1205.9,50,104.5,1.1,-2.6,-0.2,-0.5,1.2,0.1,0.9,-3.1,1.3,-1,-0.2,-0.3
"Johnny Boychuk","JOHNNY.BOYCHUK","8470187","19-20","NYI","D","R",1984-01-19,35,2002,2,61,64,1106.3,950,5.1,126.2,-6.9,-2.8,0.2,-1.2,1.1,-0.5,-6.7,-4,0.5,-10.1,-1.8,-3.5
"Johnny Gaudreau","JOHNNY.GAUDREAU","8476346","14-15","CGY","L","L",1993-08-13,21,2011,4,104,80,1417.3,1154.8,219.1,0.4,10.8,0.5,3.3,0,2.1,1.1,14.2,0.5,3.2,17.9,3.4,6.5
"Johnny Gaudreau","JOHNNY.GAUDREAU","8476346","15-16","CGY","L","L",1993-08-13,22,2011,4,104,79,1573.3,1240,280,3.8,12,-3.3,1.2,0,2,2.4,13.1,-3.3,4.4,14.2,2.7,5.3
"Johnny Gaudreau","JOHNNY.GAUDREAU","8476346","16-17","CGY","L","L",1993-08-13,23,2011,4,104,72,1331.4,1070.3,230.1,0.8,7.2,-3.2,2.1,0,2.8,4.1,9.2,-3.2,6.9,13,2.4,4.7
"Johnny Gaudreau","JOHNNY.GAUDREAU","8476346","17-18","CGY","L","L",1993-08-13,24,2011,4,104,80,1553.9,1234.1,279.3,1,13.3,-4.4,2.3,0,2.6,3.3,15.6,-4.4,6,17.1,3.3,6.4
"Johnny Gaudreau","JOHNNY.GAUDREAU","8476346","18-19","CGY","L","L",1993-08-13,25,2011,4,104,82,1646.1,1319.4,271.4,2.1,11,-2.4,2.7,0,1.7,4.3,13.7,-2.4,6,17.3,3.2,6.1
"Johnny Gaudreau","JOHNNY.GAUDREAU","8476346","19-20","CGY","L","L",1993-08-13,26,2011,4,104,70,1315.3,1070.9,197,3.4,1.2,-1.1,1.4,0,2.1,-0.6,2.7,-1,1.4,3,0.5,1
"Johnny Gaudreau","JOHNNY.GAUDREAU","8476346","20-21","CGY","L","L",1993-08-13,27,2011,4,104,56,1031.2,806.5,184.3,2.9,6.1,0.3,2.3,0,1.7,0.9,8.4,0.3,2.7,11.3,2,3.8
"Johnny Gaudreau","JOHNNY.GAUDREAU","8476346","21-22","CGY","L","L",1993-08-13,28,2011,4,104,82,1523.1,1246.4,240.2,5,23.2,1.1,3.2,0.1,2.1,1.7,26.4,1.2,3.7,31.3,5.5,10.5
"Johnny Gaudreau","JOHNNY.GAUDREAU","8476346","22-23","CBJ","L","L",1993-08-13,29,2011,4,104,80,1553.4,1247.1,249,1,10.6,-5.9,1.9,0,2,0.6,12.5,-5.9,2.6,9.2,1.6,3
"Johnny Oduya","JOHNNY.ODUYA","8469665","07-08","N.J","D","L",1981-10-01,25,2001,7,221,75,1426.1,1163,150.9,104.2,7.7,1.7,-0.4,0.1,0.1,-0.5,7.3,1.7,-0.4,8.7,1.6,3
"Johnny Oduya","JOHNNY.ODUYA","8469665","08-09","N.J","D","L",1981-10-01,26,2001,7,221,82,1711.7,1387.4,73.2,233.9,9.9,1.6,0.7,1.1,2.3,-0.6,10.6,2.7,1.7,14.9,2.7,5.2
"Johnny Oduya","JOHNNY.ODUYA","8469665","09-10","ATL","D","L",1981-10-01,27,2001,7,221,27,577.4,440.1,22,106.6,3.1,0.2,0,1.8,0.6,0,3.1,2,0.6,5.8,1,2
"Johnny Oduya","JOHNNY.ODUYA","8469665","09-10","N.J","D","L",1981-10-01,27,2001,7,221,40,847.4,714.9,63.3,60.4,3.6,1.7,-1.6,-0.5,0.9,-0.3,2,1.2,0.6,3.8,0.7,1.3
"Johnny Oduya","JOHNNY.ODUYA","8469665","10-11","ATL","D","L",1981-10-01,28,2001,7,221,82,1699.3,1365.2,67.1,250.3,-5.8,-1.4,-0.3,-1.9,1.7,1.6,-6,-3.2,3.3,-6,-1.1,-2
"Johnny Oduya","JOHNNY.ODUYA","8469665","11-12","CHI","D","L",1981-10-01,29,2001,7,221,18,439.6,355.9,46.9,28.7,1.1,1.3,-1.3,0.8,1,0.1,-0.3,2.2,1.1,2.9,0.5,1
"Johnny Oduya","JOHNNY.ODUYA","8469665","11-12","WPG","D","L",1981-10-01,29,2001,7,221,63,1217.7,1047.2,16.5,143.8,-6.5,2,-0.2,-1.5,0.2,0.5,-6.7,0.5,0.7,-5.4,-0.9,-1.7
"Johnny Oduya","JOHNNY.ODUYA","8469665","12-13","CHI","D","L",1981-10-01,30,2001,7,221,48,985,829.5,24.9,114.8,0.8,3.7,-0.5,2.2,1.4,-0.7,0.2,5.9,0.8,6.9,1.3,2.4
"Johnny Oduya","JOHNNY.ODUYA","8469665","13-14","CHI","D","L",1981-10-01,31,2001,7,221,77,1548.3,1357.2,13.8,163.1,-1.5,5.8,0,-2,0,-0.2,-1.5,3.7,-0.2,2,0.4,0.7
"Johnny Oduya","JOHNNY.ODUYA","8469665","14-15","CHI","D","L",1981-10-01,32,2001,7,221,76,1541.7,1387.5,7,134.2,-2.6,3.4,-0.1,-1.4,0.9,0.8,-2.7,2.1,1.7,1.1,0.2,0.4
"Johnny Oduya","JOHNNY.ODUYA","8469665","15-16","DAL","D","L",1981-10-01,33,2001,7,221,82,1671,1406.5,10.6,227.3,-2.5,2.2,-0.2,-0.1,1.7,0.6,-2.7,2.1,2.3,1.8,0.3,0.7
"Johnny Oduya","JOHNNY.ODUYA","8469665","16-17","CHI","D","L",1981-10-01,34,2001,7,221,15,277.8,246.4,1.4,27.8,-2.4,1.1,0,-0.8,-0.1,0.1,-2.4,0.4,0,-2,-0.4,-0.7
"Johnny Oduya","JOHNNY.ODUYA","8469665","16-17","DAL","D","L",1981-10-01,34,2001,7,221,37,672.4,566.2,4.1,91.7,1,1.3,0,-1.5,0.6,0.1,0.9,-0.3,0.7,1.4,0.3,0.5
"Johnny Oduya","JOHNNY.ODUYA","8469665","17-18","OTT","D","L",1981-10-01,35,2001,7,221,51,877.4,765.9,1.8,97.7,-0.3,2.1,0,-0.2,-0.9,-0.4,-0.3,1.9,-1.3,0.3,0.1,0.1
"Jon Kalinski","JON.KALINSKI","8474177","08-09","PHI","L","L",1987-05-25,21,2007,6,152,12,91.3,90.8,0.3,0,0.1,0.6,0,0,0.3,0.3,0.1,0.6,0.5,1.3,0.2,0.5
"Jon Kalinski","JON.KALINSKI","8474177","09-10","PHI","L","L",1987-05-25,22,2007,6,152,10,69.6,67.4,0.6,1.1,0.1,0.6,0,0,0.2,-0.2,0.1,0.6,0,0.8,0.1,0.3
"Jon Klemm","JON.KLEMM","8456852","07-08","L.A","D","R",1970-01-08,37,1988,NA,NA,22,240.9,190.8,1.5,44.9,-1.1,-1.1,0,-1,-0.1,0.2,-1.1,-2.1,0.1,-3.1,-0.6,-1.1
"Jon Matsumoto","JON.MATSUMOTO","8473444","10-11","CAR","C","L",1986-10-13,23,2006,3,79,13,91.9,89.3,1.5,1.1,-0.6,1.2,0,0,-0.1,0,-0.6,1.1,-0.2,0.4,0.1,0.1
"Jon Merrill","JON.MERRILL","8475750","13-14","N.J","D","L",1992-02-03,21,2010,2,38,52,999.8,876.6,77,34.7,-4.1,-2.5,-1.4,0.3,0.8,-0.5,-5.5,-2.2,0.2,-7.4,-1.4,-2.6
"Jon Merrill","JON.MERRILL","8475750","14-15","N.J","D","L",1992-02-03,22,2010,2,38,66,1356.6,1161.8,65.6,115.9,-5.5,1.6,3.4,1.8,0.7,0.4,-2.1,3.5,1.1,2.6,0.5,0.9
"Jon Merrill","JON.MERRILL","8475750","15-16","N.J","D","L",1992-02-03,23,2010,2,38,47,794.1,721.2,4.5,58.9,0.7,-0.5,0,-0.5,-0.8,0.1,0.7,-1,-0.7,-1.1,-0.2,-0.4
"Jon Merrill","JON.MERRILL","8475750","16-17","N.J","D","L",1992-02-03,24,2010,2,38,51,946.9,847.7,14.2,75.2,-2.3,4.8,-0.1,-1.1,-0.1,-0.2,-2.4,3.7,-0.2,1.1,0.2,0.4
"Jon Merrill","JON.MERRILL","8475750","17-18","VGK","D","L",1992-02-03,25,2010,2,38,34,546.9,526.1,2.8,14.2,0,3.1,0,0.1,-0.9,-0.4,0,3.2,-1.2,2,0.4,0.7
"Jon Merrill","JON.MERRILL","8475750","18-19","VGK","D","L",1992-02-03,26,2010,2,38,57,1019.1,932.7,9.2,69,2.5,4,-0.2,0.4,-1.2,-0.4,2.3,4.4,-1.6,5.1,1,1.8
"Jon Merrill","JON.MERRILL","8475750","19-20","VGK","D","L",1992-02-03,27,2010,2,38,49,889.5,807.1,10.2,64.9,0,5.4,0.1,-0.5,-0.7,-0.5,0,4.9,-1.2,3.7,0.7,1.3
"Jon Merrill","JON.MERRILL","8475750","20-21","DET","D","L",1992-02-03,28,2010,2,38,36,708.6,622.5,19.2,54.5,1.6,5.2,-0.6,0.6,0.4,0,1,5.8,0.4,7.2,1.3,2.4
"Jon Merrill","JON.MERRILL","8475750","20-21","MTL","D","L",1992-02-03,28,2010,2,38,13,185.9,179.8,0,5.1,-3.1,-0.2,0,0.1,0,-0.2,-3.1,-0.1,-0.2,-3.4,-0.6,-1.1
"Jon Merrill","JON.MERRILL","8475750","21-22","MIN","D","L",1992-02-03,29,2010,2,38,69,1180.8,1028.5,2.5,134.1,4,1.7,0,-0.6,0.7,-0.8,4,1.1,-0.1,5,0.9,1.7
"Jon Merrill","JON.MERRILL","8475750","22-23","MIN","D","L",1992-02-03,30,2010,2,38,73,1105.6,1017.7,3.1,76.1,-1.3,1.8,0,1.1,-1,0.1,-1.2,2.8,-1,0.6,0.1,0.2
"Jon Sim","JON.SIM","8465024","08-09","NYI","L","L",1977-09-29,30,1996,3,70,49,596.3,511.1,74.1,7.2,3.7,-2.8,2.6,0,-1,0.9,6.3,-2.8,-0.1,3.4,0.6,1.2
"Jon Sim","JON.SIM","8465024","09-10","NYI","L","L",1977-09-29,31,1996,3,70,76,883.5,820.8,45.4,11.9,2.3,0.6,-0.9,-0.2,0.2,2.4,1.4,0.4,2.6,4.4,0.8,1.5
"Jon Sim","JON.SIM","8465024","10-11","NYI","L","L",1977-09-29,32,1996,3,70,34,387.7,334.9,11.4,39.1,-1.8,-1.2,0.1,0.5,-0.6,0.1,-1.7,-0.7,-0.5,-2.9,-0.5,-1
"Jonah Gadjovich","JONAH.GADJOVICH","8479981","21-22","S.J","L","L",1998-10-12,22,2017,2,55,43,376.5,373.8,0.3,0.3,-0.6,-3,0,0,-0.4,0.6,-0.6,-3,0.3,-3.3,-0.6,-1.1
"Jonah Gadjovich","JONAH.GADJOVICH","8479981","22-23","S.J","L","L",1998-10-12,23,2017,2,55,35,314.7,312.1,1.6,0.1,2.2,0.4,0,0,0.3,-0.7,2.2,0.4,-0.3,2.3,0.4,0.7
"Jonas Brodin","JONAS.BRODIN","8476463","12-13","MIN","D","L",1993-07-12,19,2011,1,10,45,1044.6,882.1,58.6,90.6,-0.6,5.4,0.6,-0.2,1.5,-0.6,0,5.3,0.9,6.2,1.1,2.1
"Jonas Brodin","JONAS.BRODIN","8476463","13-14","MIN","D","L",1993-07-12,20,2011,1,10,79,1888.2,1574.2,112.3,179.8,-5.9,6.5,0.7,-1.1,2.1,0.1,-5.2,5.4,2.2,2.5,0.5,0.9
"Jonas Brodin","JONAS.BRODIN","8476463","14-15","MIN","D","L",1993-07-12,21,2011,1,10,71,1715.9,1466.3,67.8,155.4,1.2,8.2,0.5,0.2,3,-0.8,1.7,8.3,2.2,12.3,2.3,4.5
"Jonas Brodin","JONAS.BRODIN","8476463","15-16","MIN","D","L",1993-07-12,22,2011,1,10,68,1388.5,1242.8,7.9,117.9,-7.1,3.7,-0.1,-0.2,1.2,-0.7,-7.2,3.5,0.6,-3.1,-0.6,-1.2
"Jonas Brodin","JONAS.BRODIN","8476463","16-17","MIN","D","L",1993-07-12,23,2011,1,10,68,1330.6,1091.3,102.8,121.4,1.1,5,1.8,2,0.7,0.1,2.8,7,0.8,10.6,2,3.9
"Jonas Brodin","JONAS.BRODIN","8476463","17-18","MIN","D","L",1993-07-12,24,2011,1,10,73,1577.1,1326,56.8,173.3,8.7,1.3,1,0.8,0.7,0.3,9.7,2.1,1,12.7,2.5,4.7
"Jonas Brodin","JONAS.BRODIN","8476463","18-19","MIN","D","L",1993-07-12,25,2011,1,10,82,1684.6,1475.4,21.5,171,-5.7,8.4,0.5,1,0.7,0.1,-5.2,9.4,0.8,5,0.9,1.8
"Jonas Brodin","JONAS.BRODIN","8476463","19-20","MIN","D","L",1993-07-12,26,2011,1,10,69,1487,1295.4,28.6,140.1,2.7,7.4,-0.7,1.2,1.1,0.1,2,8.6,1.3,11.8,2.1,4
"Jonas Brodin","JONAS.BRODIN","8476463","20-21","MIN","D","L",1993-07-12,27,2011,1,10,53,1189,994.7,48.1,111.3,-0.5,2,0.5,1.9,1,0.2,0.1,3.9,1.2,5.1,0.9,1.7
"Jonas Brodin","JONAS.BRODIN","8476463","21-22","MIN","D","L",1993-07-12,28,2011,1,10,73,1711,1335.1,116.1,184,-3.4,7.1,1.1,-0.1,2,-0.8,-2.3,7,1.2,5.9,1,2
"Jonas Brodin","JONAS.BRODIN","8476463","22-23","MIN","D","L",1993-07-12,29,2011,1,10,60,1371.9,1122,29.4,175.6,1.9,3.1,-0.9,3.3,0.2,-0.2,1,6.5,-0.1,7.4,1.3,2.4
"Jonas Frogren","JONAS.FROGREN","8467531","08-09","TOR","D","L",1980-08-28,28,1998,8,206,41,550.9,475.6,1.9,72.2,-2.3,-2.3,0,0,-0.4,0.4,-2.3,-2.3,-0.1,-4.6,-0.8,-1.6
"Jonas Holos","JONAS.HOLOS","8474730","10-11","COL","D","R",1987-08-27,23,2008,6,170,39,704,575.6,63.9,58.6,0,0,0.8,-2,0.8,-0.2,0.9,-2,0.6,-0.6,-0.1,-0.2
"Jonas Junland","JONAS.JUNLAND","8473510","09-10","STL","D","L",1987-11-15,21,2006,3,64,3,51.5,43.9,7.5,0.2,-0.4,-0.1,0.3,0,0.1,-0.1,-0.1,-0.1,0.1,-0.2,0,-0.1
"Jonas Rondbjerg","JONAS.RONDBJERG","8480007","21-22","VGK","R","L",1999-03-31,22,2017,3,65,30,300.4,284.3,0.8,14.7,-0.1,1.6,0,-0.4,0.3,0,-0.1,1.2,0.3,1.4,0.2,0.5
"Jonas Rondbjerg","JONAS.RONDBJERG","8480007","22-23","VGK","R","L",1999-03-31,23,2017,3,65,13,132.2,123,0.1,7.9,-2,0.8,0,0.2,-0.1,0.1,-2,1,-0.1,-1,-0.2,-0.3
"Jonas Siegenthaler","JONAS.SIEGENTHALER","8478399","18-19","WSH","D","L",1997-05-06,21,2015,2,57,26,368,339.4,0.2,26.7,-0.7,4,0,-0.3,-0.4,-0.3,-0.7,3.7,-0.7,2.3,0.4,0.8
"Jonas Siegenthaler","JONAS.SIEGENTHALER","8478399","19-20","WSH","D","L",1997-05-06,22,2015,2,57,64,1006.7,792.1,0.4,201.3,-0.2,4.1,0,1,-0.8,1,-0.2,5.1,0.2,5.1,0.9,1.7
"Jonas Siegenthaler","JONAS.SIEGENTHALER","8478399","20-21","N.J","D","L",1997-05-06,23,2015,2,57,8,140.6,124.4,0.5,15.7,-0.7,0.4,0,-0.1,0.1,0,-0.7,0.3,0.1,-0.3,-0.1,-0.1
"Jonas Siegenthaler","JONAS.SIEGENTHALER","8478399","20-21","WSH","D","L",1997-05-06,23,2015,2,57,7,93.7,77.9,0,15.8,-2.3,-0.3,0,-0.6,0,-0.1,-2.3,-0.9,-0.1,-3.3,-0.6,-1.1
"Jonas Siegenthaler","JONAS.SIEGENTHALER","8478399","21-22","N.J","D","L",1997-05-06,24,2015,2,57,70,1439.1,1253.5,2.5,166.3,1.1,9.8,0,2.1,0.2,1.2,1.1,11.9,1.4,14.4,2.5,4.8
"Jonas Siegenthaler","JONAS.SIEGENTHALER","8478399","22-23","N.J","D","L",1997-05-06,25,2015,2,57,80,1612.3,1401.7,8.3,176.2,8.9,4.9,0.1,-0.5,0.1,0.5,9,4.5,0.6,14,2.4,4.5
"Jonatan Berggren","JONATAN.BERGGREN","8481013","22-23","DET","R","L",2000-07-16,22,2018,2,33,67,901.8,780.2,109.4,0.5,1.4,0.4,1,0,0.9,-0.7,2.3,0.4,0.2,2.9,0.5,0.9
"Jonathan Cheechoo","JONATHAN.CHEECHOO","8467357","07-08","S.J","R","R",1980-07-15,27,1998,2,29,69,1143.3,884,229.9,8.4,4.6,0.5,0.2,0,-0.2,3.3,4.7,0.5,3.2,8.4,1.5,2.9
"Jonathan Cheechoo","JONATHAN.CHEECHOO","8467357","08-09","S.J","R","R",1980-07-15,28,1998,2,29,66,1010.9,849.9,134.8,13.1,3,2.6,-2,-0.4,-0.7,-0.4,1,2.2,-1.1,2,0.4,0.7
"Jonathan Cheechoo","JONATHAN.CHEECHOO","8467357","09-10","OTT","R","R",1980-07-15,29,1998,2,29,61,728.5,656.8,66.2,2.1,0.6,3.5,-2.1,0,0.2,0.5,-1.5,3.5,0.7,2.7,0.5,1
"Jonathan Dahlen","JONATHAN.DAHLEN","8479373","21-22","S.J","C","L",1997-12-20,23,2016,2,42,61,841.3,718.4,108.6,1.6,-0.4,-1.7,-0.5,0,0.7,-0.6,-0.9,-1.7,0.1,-2.4,-0.4,-0.8
"Jonathan Drouin","JONATHAN.DROUIN","8477494","14-15","T.B","L","L",1995-03-28,19,2013,1,3,70,926.5,778.9,133.9,1,3.5,-0.1,-0.7,0,0,-0.1,2.8,-0.1,0,2.7,0.5,1
"Jonathan Drouin","JONATHAN.DROUIN","8477494","15-16","T.B","L","L",1995-03-28,20,2013,1,3,21,303.3,254,42,0.5,3.2,0.8,0.1,0,0.3,0,3.3,0.8,0.3,4.4,0.9,1.6
"Jonathan Drouin","JONATHAN.DROUIN","8477494","16-17","T.B","L","L",1995-03-28,21,2013,1,3,73,1292.6,1036.3,221.8,0.4,2.2,1.5,4.5,0,1.6,-0.5,6.7,1.5,1.1,9.3,1.7,3.4
"Jonathan Drouin","JONATHAN.DROUIN","8477494","17-18","MTL","L","L",1995-03-28,22,2013,1,3,77,1355.2,1056.2,247.9,7.3,-1.1,-6.1,0.8,0,0.3,-0.1,-0.3,-6.1,0.2,-6.2,-1.2,-2.3
"Jonathan Drouin","JONATHAN.DROUIN","8477494","18-19","MTL","L","L",1995-03-28,23,2013,1,3,81,1371.4,1090.9,230.7,4.7,2.5,-4.2,0.5,0,1.4,0.3,3,-4.2,1.8,0.5,0.1,0.2
"Jonathan Drouin","JONATHAN.DROUIN","8477494","19-20","MTL","L","L",1995-03-28,24,2013,1,3,27,423.9,342.6,64,0.4,-0.4,-0.7,-1.1,0,-0.2,0.2,-1.5,-0.7,0,-2.2,-0.4,-0.7
"Jonathan Drouin","JONATHAN.DROUIN","8477494","20-21","MTL","L","L",1995-03-28,25,2013,1,3,44,708,594.7,100,0.8,1.9,-1.5,0.5,0,-0.1,-0.7,2.4,-1.5,-0.8,0.1,0,0
"Jonathan Drouin","JONATHAN.DROUIN","8477494","21-22","MTL","L","L",1995-03-28,26,2013,1,3,34,581.2,475.2,80.2,12.9,1.6,-2,-1.5,0,0.3,-0.8,0.1,-2,-0.6,-2.4,-0.4,-0.8
"Jonathan Drouin","JONATHAN.DROUIN","8477494","22-23","MTL","L","L",1995-03-28,27,2013,1,3,58,864.7,721.5,117.1,0.9,-2.7,-2.5,1,0,0.5,-0.5,-1.7,-2.5,0,-4.2,-0.7,-1.4
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","07-08","DET","D","L",1984-03-02,23,2002,9,291,8,127.7,105.2,13,8.5,-1.2,-0.5,0.1,0.1,0,0,-1.2,-0.5,0,-1.6,-0.3,-0.6
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","08-09","DET","D","L",1984-03-02,24,2002,9,291,19,335.8,290.3,4,38,-0.1,0.7,0.1,0.5,0,0.1,0,1.2,0.1,1.3,0.2,0.4
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","09-10","DET","D","L",1984-03-02,25,2002,9,291,62,1035.8,904.1,10.2,117.2,1.2,-0.7,-0.2,-0.6,-0.3,-0.9,1,-1.3,-1.2,-1.5,-0.3,-0.5
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","10-11","DET","D","L",1984-03-02,26,2002,9,291,74,1394.2,1269.8,9.2,105.2,4.1,-0.5,0.1,0.3,-2.2,-0.6,4.2,-0.3,-2.8,1.1,0.2,0.4
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","11-12","DET","D","L",1984-03-02,27,2002,9,291,69,1179.3,1027.1,7.2,139.4,2.5,0.5,-0.1,3.1,-1,0.6,2.4,3.6,-0.5,5.5,1,1.8
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","12-13","DET","D","L",1984-03-02,28,2002,9,291,45,959.6,799.6,11.2,139.8,2,1.2,-0.2,1.2,0,0,1.8,2.4,0.1,4.3,0.8,1.5
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","13-14","DET","D","L",1984-03-02,29,2002,9,291,48,1019.8,843.7,22.1,140.1,0.9,1.8,-0.8,1,-1.2,-0.6,0.2,2.9,-1.8,1.3,0.2,0.4
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","14-15","DET","D","L",1984-03-02,30,2002,9,291,82,1605.6,1354.6,11.7,216.4,-2.1,-2.9,-0.2,-1.7,-0.7,0.7,-2.3,-4.7,0,-7,-1.3,-2.5
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","15-16","DET","D","L",1984-03-02,31,2002,9,291,71,1316,1113.6,5.2,184.5,4,-1.7,0,-0.2,-0.2,0.3,4,-1.9,0.1,2.2,0.4,0.8
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","16-17","DET","D","L",1984-03-02,32,2002,9,291,51,980.2,861.3,5.8,103.5,4.8,-1,-0.1,-0.8,-1,0.4,4.8,-1.8,-0.6,2.3,0.4,0.8
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","17-18","DET","D","L",1984-03-02,33,2002,9,291,81,1564,1326.7,4.3,210.6,-0.9,0.1,0,-3.7,-0.1,-0.8,-1,-3.6,-0.9,-5.5,-1.1,-2
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","18-19","DET","D","L",1984-03-02,34,2002,9,291,52,895.4,762.2,0.6,119.9,-4.7,-4.5,0,0.4,-0.5,-0.1,-4.7,-4.1,-0.6,-9.4,-1.7,-3.3
"Jonathan Ericsson","JONATHAN.ERICSSON","8470318","19-20","DET","D","L",1984-03-02,35,2002,9,291,18,256.4,226.5,0.2,27.7,-3.2,-1.9,0,0.9,0.2,0.1,-3.2,-1.1,0.2,-4,-0.7,-1.4
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","12-13","FLA","C","L",1993-06-04,19,2011,1,3,48,812.5,683.2,113.5,1.4,2.3,-1.3,0.5,0,0.6,1.1,2.8,-1.4,1.7,3.1,0.6,1.1
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","13-14","FLA","C","L",1993-06-04,20,2011,1,3,69,1080.9,927.2,135.5,2.1,4.7,-1.2,-1.5,0,1,3.4,3.2,-1.2,4.4,6.4,1.2,2.3
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","14-15","FLA","C","L",1993-06-04,21,2011,1,3,79,1323.1,1109,180.3,7.3,9.5,-0.2,0.9,0,0.9,1.1,10.4,-0.2,2,12.1,2.3,4.4
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","15-16","FLA","C","L",1993-06-04,22,2011,1,3,76,1378.9,1103.2,202,40.2,10.6,-1.3,1,0.6,1,2.5,11.6,-0.7,3.4,14.3,2.8,5.3
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","16-17","FLA","C","L",1993-06-04,23,2011,1,3,31,555.5,458,77.4,2.9,4.7,-1.5,1.1,0,0.7,-0.5,5.8,-1.5,0.2,4.5,0.9,1.6
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","17-18","FLA","C","L",1993-06-04,24,2011,1,3,82,1574.9,1235.4,276.8,8.1,5.9,0.1,0.3,0,0.7,1.5,6.2,0.1,2.2,8.5,1.7,3.2
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","18-19","FLA","C","L",1993-06-04,25,2011,1,3,82,1546,1199,276.6,14,10.8,-2.3,3.3,0.2,0.8,1.3,14.1,-2.1,2.1,14.1,2.6,4.9
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","19-20","FLA","C","L",1993-06-04,26,2011,1,3,69,1295.2,1006.4,243.2,3.6,12.4,-2.7,2.8,0,0.9,0.1,15.1,-2.7,0.9,13.4,2.4,4.6
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","20-21","FLA","C","L",1993-06-04,27,2011,1,3,55,1012.6,745.2,234,1.3,8.6,-2,2.8,0,0,1.7,11.5,-2,1.7,11.2,2,3.7
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","21-22","FLA","C/L","L",1993-06-04,28,2011,1,3,80,1554,1061.5,291.6,144.7,13.4,-5.2,4.6,-0.4,1.7,0.7,18.1,-5.6,2.4,14.8,2.6,5
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","8476456","22-23","CGY","C","L",1993-06-04,29,2011,1,3,79,1332.3,1060.1,223.6,12.4,5,1.8,0.2,-0.2,0.3,0.6,5.2,1.6,0.9,7.7,1.3,2.5
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","8476539","15-16","T.B","C","R",1990-12-27,24,2009,NA,NA,45,544,410.2,125.7,0,0.1,0.1,1.9,0,0.7,1.2,2.1,0.1,1.9,4.1,0.8,1.5
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","8476539","16-17","FLA","C","R",1990-12-27,25,2009,NA,NA,75,1268.3,1034.9,199.8,1.4,7.7,-1.6,1.5,0,0.4,-0.5,9.2,-1.6,-0.1,7.5,1.4,2.7
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","8476539","17-18","VGK","C","R",1990-12-27,26,2009,NA,NA,77,1347.8,1129.6,188.7,1.5,13.7,-0.5,2.2,0,0,0.6,15.9,-0.5,0.6,16.1,3.1,6
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","8476539","18-19","VGK","C","R",1990-12-27,27,2009,NA,NA,82,1488,1221.4,219.4,1.4,7.9,-1.7,1,0,-0.4,0.7,8.9,-1.7,0.3,7.5,1.4,2.6
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","8476539","19-20","VGK","C","R",1990-12-27,28,2009,NA,NA,66,1140.6,960.1,145.4,1.4,1.3,-2.2,2.4,0,-0.6,1.4,3.7,-2.2,0.8,2.4,0.4,0.8
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","8476539","20-21","VGK","C","R",1990-12-27,29,2009,NA,NA,55,958.3,786.2,139.2,1.6,5.4,-1.3,-1.2,0,0.1,0.1,4.2,-1.3,0.2,3.1,0.6,1
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","8476539","21-22","VGK","C","R",1990-12-27,30,2009,NA,NA,76,1334.8,1123.7,159.5,0.6,3.6,0.4,3.5,0,0.7,-1.4,7.1,0.3,-0.7,6.8,1.2,2.3
