"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","Opp #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60"
"Jj Peterka","JJ.PETERKA","8482175","21-22","BUF","R","L",2002-01-14,19,2020,2,34,2,30.05,36,14.58,28.57,0.32,0.014,0.2,0.18
"Jj Peterka","JJ.PETERKA","8482175","22-23","BUF","R","L",2002-01-14,20,2020,2,34,77,929.38,672,14.17,28.61,0.44,0.024,0.18,0.19
"Joachim Blichfeld","JOACHIM.BLICHFELD","8479571","19-20","S.J","L","R",1998-07-17,21,2016,7,210,3,37.6,39,14.26,29.25,0.43,0.007,0.06,0.17
"Joachim Blichfeld","JOACHIM.BLICHFELD","8479571","20-21","S.J","L","R",1998-07-17,22,2016,7,210,5,37.1,71,13.56,27.39,0.12,0.03,0.24,0.26
"Joakim Andersson","JOAKIM.ANDERSSON","8474168","11-12","DET","C","L",1989-02-05,22,2007,3,88,5,33.33,76,13.02,26.4,1.35,0.045,0.18,0.17
"Joakim Andersson","JOAKIM.ANDERSSON","8474168","12-13","DET","C","L",1989-02-05,23,2007,3,88,38,398.85,314,13.69,27.49,-0.04,0,0.13,0.15
"Joakim Andersson","JOAKIM.ANDERSSON","8474168","13-14","DET","C","L",1989-02-05,24,2007,3,88,65,703.78,591,13.89,28.16,0.15,0.004,0.15,0.14
"Joakim Andersson","JOAKIM.ANDERSSON","8474168","14-15","DET","C","L",1989-02-05,25,2007,3,88,68,629.55,593,13.92,27.94,0.11,0.011,0.15,0.17
"Joakim Andersson","JOAKIM.ANDERSSON","8474168","15-16","DET","C","L",1989-02-05,26,2007,3,88,29,206.92,349,13.54,27.37,-0.01,-0.007,0.15,0.15
"Joakim Lindstrom","JOAKIM.LINDSTROM","8470152","07-08","CBJ","C","L",1983-12-05,23,2002,2,41,25,198.53,261,13.04,28.19,0.46,0.014,0.17,0.2
"Joakim Lindstrom","JOAKIM.LINDSTROM","8470152","08-09","ARI","C","L",1983-12-05,24,2002,2,41,44,503.12,403,13.66,29.2,1.04,0.029,0.22,0.21
"Joakim Lindstrom","JOAKIM.LINDSTROM","8470152","11-12","COL","C","L",1983-12-05,27,2002,2,41,16,183.92,256,14.17,28.69,0.56,0.008,0.16,0.16
"Joakim Lindstrom","JOAKIM.LINDSTROM","8470152","14-15","STL","C","L",1983-12-05,30,2002,2,41,34,344.08,482,14.09,28.24,0.3,0.008,0.15,0.17
"Joakim Lindstrom","JOAKIM.LINDSTROM","8470152","14-15","TOR","C","L",1983-12-05,30,2002,2,41,19,184.13,262,14.09,28.2,0.18,0.022,0.19,0.21
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","13-14","CHI","C","L",1992-02-25,21,2010,3,90,16,166.55,225,14.25,28.9,0.43,0.028,0.22,0.22
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","14-15","CHI","C","L",1992-02-25,22,2010,3,90,38,387.3,423,14.3,28.62,0.49,0.014,0.18,0.21
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","15-16","CAR","C","L",1992-02-25,23,2010,3,90,71,969.22,606,14.53,29.4,0.81,0.034,0.22,0.23
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","16-17","CAR","C","L",1992-02-25,24,2010,3,90,82,891.7,647,14.13,28.34,0.39,0.012,0.17,0.18
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","17-18","CAR","C","L",1992-02-25,25,2010,3,90,75,655.43,654,13.87,27.85,0.25,0.011,0.15,0.17
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","18-19","BOS","C","L",1992-02-25,26,2010,3,90,70,810.62,643,14.04,28.1,0.13,0.007,0.15,0.17
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","19-20","BOS","C","L",1992-02-25,27,2010,3,90,48,476.58,467,14.2,28.54,0.36,0.013,0.18,0.2
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","20-21","CGY","C","L",1992-02-25,28,2010,3,90,44,397.75,155,14.01,28.12,0.14,0.008,0.17,0.15
"Joakim Nygard","JOAKIM.NYGARD","8481638","19-20","EDM","L","L",1993-01-08,26,2011,NA,NA,33,333,420,14.08,28.29,0.53,0.022,0.16,0.17
"Joakim Nygard","JOAKIM.NYGARD","8481638","20-21","EDM","L","L",1993-01-08,27,2011,NA,NA,9,79.42,76,13.92,27.8,0.87,0.044,0.19,0.19
"Joakim Ryan","JOAKIM.RYAN","8477046","17-18","S.J","D","L",1993-06-17,24,2012,7,198,62,1003.77,620,14.11,28.34,0.38,0.011,0.15,0.17
"Joakim Ryan","JOAKIM.RYAN","8477046","18-19","S.J","D","L",1993-06-17,25,2012,7,198,44,546.57,489,14.04,28.15,0.21,0.009,0.15,0.18
"Joakim Ryan","JOAKIM.RYAN","8477046","19-20","L.A","D","L",1993-06-17,26,2012,7,198,35,604.37,472,14.34,28.84,0.32,0.004,0.15,0.18
"Joakim Ryan","JOAKIM.RYAN","8477046","20-21","CAR","D","L",1993-06-17,27,2012,7,198,4,39.1,52,13.76,27.75,1.57,0.046,0.18,0.27
"Jochen Hecht","JOCHEN.HECHT","8462077","07-08","BUF","C","L",1977-06-21,30,1995,2,49,74,1068.28,465,13.94,30.03,0.5,0.011,0.19,0.2
"Jochen Hecht","JOCHEN.HECHT","8462077","08-09","BUF","C","L",1977-06-21,31,1995,2,49,70,962.18,563,13.73,29.25,0.62,0.024,0.22,0.2
"Jochen Hecht","JOCHEN.HECHT","8462077","09-10","BUF","C","L",1977-06-21,32,1995,2,49,79,1081.98,620,14.19,29.42,0.61,0.023,0.18,0.2
"Jochen Hecht","JOCHEN.HECHT","8462077","10-11","BUF","C","L",1977-06-21,33,1995,2,49,67,898.08,570,14.28,29.38,0.55,0.019,0.18,0.2
"Jochen Hecht","JOCHEN.HECHT","8462077","11-12","BUF","C","L",1977-06-21,34,1995,2,49,22,309.68,295,14.59,29.48,0.67,0.031,0.21,0.22
"Jochen Hecht","JOCHEN.HECHT","8462077","12-13","BUF","C","L",1977-06-21,35,1995,2,49,47,550.4,334,14.16,28.79,0.81,0.033,0.22,0.21
"Jody Shelley","JODY.SHELLEY","8462535","07-08","CBJ","L","L",1976-02-07,31,1994,NA,NA,31,131.52,334,12.74,27.5,0.07,0.009,0.17,0.16
"Jody Shelley","JODY.SHELLEY","8462535","07-08","S.J","L","L",1976-02-07,31,1994,NA,NA,31,225.03,382,12.69,27.4,0.17,0.01,0.17,0.17
"Jody Shelley","JODY.SHELLEY","8462535","08-09","S.J","L","L",1976-02-07,32,1994,NA,NA,70,428.23,532,12.48,26.68,-0.07,-0.011,0.14,0.13
"Jody Shelley","JODY.SHELLEY","8462535","09-10","NYR","L","L",1976-02-07,33,1994,NA,NA,21,147,255,13.31,27.72,-0.11,-0.001,0.11,0.13
"Jody Shelley","JODY.SHELLEY","8462535","09-10","S.J","L","L",1976-02-07,33,1994,NA,NA,35,224.2,422,12.66,26.27,-0.33,-0.009,0.1,0.11
"Jody Shelley","JODY.SHELLEY","8462535","10-11","PHI","L","L",1976-02-07,34,1994,NA,NA,58,354.58,552,13.26,27.27,-0.11,0.004,0.11,0.14
"Jody Shelley","JODY.SHELLEY","8462535","11-12","PHI","L","L",1976-02-07,35,1994,NA,NA,30,165.22,300,13.43,27.07,-0.29,-0.009,0.11,0.13
"Jody Shelley","JODY.SHELLEY","8462535","12-13","PHI","L","L",1976-02-07,36,1994,NA,NA,1,7.97,18,14,28.12,1.42,0.071,0.08,0.19
"Joe Callahan","JOE.CALLAHAN","8470086","08-09","NYI","D","R",1982-12-20,25,2002,3,70,18,238.07,271,13.31,28.31,-0.19,-0.002,0.16,0.14
"Joe Callahan","JOE.CALLAHAN","8470086","09-10","S.J","D","R",1982-12-20,26,2002,3,70,1,9.57,18,13.57,27.7,1.66,0.029,0.19,0.15
"Joe Callahan","JOE.CALLAHAN","8470086","10-11","FLA","D","R",1982-12-20,27,2002,3,70,27,404.03,327,13.54,27.79,0.37,0.019,0.17,0.18
"Joe Colborne","JOE.COLBORNE","8474577","10-11","TOR","C","L",1990-01-30,20,2008,1,16,1,14.22,18,13.73,28.7,0.69,-0.016,0.09,0.11
"Joe Colborne","JOE.COLBORNE","8474577","11-12","TOR","C","L",1990-01-30,21,2008,1,16,10,129.05,162,14.1,28.43,0.01,0.007,0.22,0.2
"Joe Colborne","JOE.COLBORNE","8474577","12-13","TOR","C","L",1990-01-30,22,2008,1,16,5,44.48,88,13.54,27.58,0.46,0.028,0.18,0.18
"Joe Colborne","JOE.COLBORNE","8474577","13-14","CGY","C","L",1990-01-30,23,2008,1,16,80,993.23,654,14.04,28.47,0.77,0.025,0.19,0.18
"Joe Colborne","JOE.COLBORNE","8474577","14-15","CGY","C","L",1990-01-30,24,2008,1,16,64,823.5,605,14.21,28.48,0.42,0.015,0.16,0.19
"Joe Colborne","JOE.COLBORNE","8474577","15-16","CGY","C","L",1990-01-30,25,2008,1,16,73,912.82,641,14.18,28.76,0.55,0.018,0.19,0.19
"Joe Colborne","JOE.COLBORNE","8474577","16-17","COL","C","L",1990-01-30,26,2008,1,16,62,580.88,575,13.83,27.72,0.23,0.014,0.17,0.17
"Joe Corvo","JOE.CORVO","8466215","07-08","CAR","D","R",1977-06-20,30,1997,4,83,23,334.37,222,13.3,28.35,0.18,0.002,0.14,0.17
"Joe Corvo","JOE.CORVO","8466215","07-08","OTT","D","R",1977-06-20,30,1997,4,83,51,701.55,382,13.29,28.64,0.22,-0.003,0.14,0.16
"Joe Corvo","JOE.CORVO","8466215","08-09","CAR","D","R",1977-06-20,31,1997,4,83,81,1411.58,613,13.79,29.43,0.33,0.016,0.2,0.2
"Joe Corvo","JOE.CORVO","8466215","09-10","CAR","D","R",1977-06-20,32,1997,4,83,33,551.72,378,14.33,29.76,0.28,0.01,0.18,0.19
"Joe Corvo","JOE.CORVO","8466215","09-10","WSH","D","R",1977-06-20,32,1997,4,83,18,307.08,231,13.78,28.64,0.19,0.008,0.16,0.19
"Joe Corvo","JOE.CORVO","8466215","10-11","CAR","D","R",1977-06-20,33,1997,4,83,81,1432.88,615,14.24,29.27,0.6,0.026,0.2,0.21
"Joe Corvo","JOE.CORVO","8466215","11-12","BOS","D","R",1977-06-20,34,1997,4,83,75,1192.03,596,14.05,28.39,0.15,0.001,0.15,0.15
"Joe Corvo","JOE.CORVO","8466215","12-13","CAR","D","R",1977-06-20,35,1997,4,83,40,622.05,320,14.37,29.16,0.31,0.019,0.2,0.21
"Joe Corvo","JOE.CORVO","8466215","13-14","OTT","D","R",1977-06-20,36,1997,4,83,25,382.15,332,13.99,28.51,0.61,0.019,0.2,0.18
"Joe Dipenta","JOE.DIPENTA","8467387","07-08","ANA","D","R",1979-02-25,28,1998,3,61,23,217.13,276,12.96,27.98,0.13,-0.002,0.17,0.16
"Joe Finley","JOE.FINLEY","8471701","11-12","BUF","D","L",1987-06-29,24,2005,1,27,5,38.68,89,13.42,27.34,0.5,0.027,0.13,0.15
"Joe Finley","JOE.FINLEY","8471701","12-13","NYI","D","L",1987-06-29,25,2005,1,27,16,186.7,198,13.88,28.38,0.36,0.028,0.14,0.16
"Joe Hicketts","JOE.HICKETTS","8478176","17-18","DET","D","L",1996-05-04,21,2014,NA,NA,5,66.27,90,14.32,28.75,0.05,0.004,0.14,0.15
"Joe Hicketts","JOE.HICKETTS","8478176","18-19","DET","D","L",1996-05-04,22,2014,NA,NA,11,174.62,178,14.06,28,0.32,0.021,0.18,0.16
"Joe Hicketts","JOE.HICKETTS","8478176","19-20","DET","D","L",1996-05-04,23,2014,NA,NA,6,93.65,108,14.2,28.74,0.16,0,0.11,0.14
"Joe Jensen","JOE.JENSEN","8470821","07-08","CAR","C","L",1983-02-06,24,2003,8,232,6,36.55,86,12.85,27.52,-0.62,-0.021,0.09,0.08
"Joe Morrow","JOE.MORROW","8476476","14-15","BOS","D","L",1992-12-09,21,2011,1,23,15,235.72,253,14.06,28.26,-0.29,-0.015,0.1,0.1
"Joe Morrow","JOE.MORROW","8476476","15-16","BOS","D","L",1992-12-09,22,2011,1,23,33,480.07,404,13.64,27.67,0.47,0.007,0.16,0.17
"Joe Morrow","JOE.MORROW","8476476","16-17","BOS","D","L",1992-12-09,23,2011,1,23,17,249.23,291,13.81,27.64,0.03,0.012,0.18,0.17
"Joe Morrow","JOE.MORROW","8476476","17-18","MTL","D","L",1992-12-09,24,2011,1,23,38,602.75,484,14.23,28.54,0.42,0.013,0.15,0.18
"Joe Morrow","JOE.MORROW","8476476","17-18","WPG","D","L",1992-12-09,24,2011,1,23,18,252.3,260,14.05,28.23,0.42,0.004,0.11,0.16
"Joe Morrow","JOE.MORROW","8476476","18-19","WPG","D","L",1992-12-09,25,2011,1,23,41,560.68,524,13.91,27.87,0.17,0.007,0.12,0.15
"Joe Motzko","JOE.MOTZKO","8470564","07-08","WSH","R","R",1980-03-14,27,1998,NA,NA,8,81.13,110,13.34,28.71,0.13,0.019,0.14,0.16
"Joe Motzko","JOE.MOTZKO","8470564","08-09","ATL","R","R",1980-03-14,28,1998,NA,NA,6,60.1,108,13.33,28.42,0.44,0.015,0.12,0.14
"Joe Pavelski","JOE.PAVELSKI","8470794","07-08","S.J","C","R",1984-07-11,23,2003,7,205,82,873.18,523,13.31,28.73,0.37,0.01,0.19,0.19
"Joe Pavelski","JOE.PAVELSKI","8470794","08-09","S.J","C","R",1984-07-11,24,2003,7,205,80,1077.37,620,13.73,29.36,0.69,0.022,0.21,0.21
"Joe Pavelski","JOE.PAVELSKI","8470794","09-10","S.J","C","R",1984-07-11,25,2003,7,205,66,902.55,510,14.21,29.39,0.65,0.026,0.21,0.22
"Joe Pavelski","JOE.PAVELSKI","8470794","10-11","S.J","C","R",1984-07-11,26,2003,7,205,74,1038.77,599,14.14,29.07,0.32,0.005,0.17,0.19
"Joe Pavelski","JOE.PAVELSKI","8470794","11-12","S.J","C","R",1984-07-11,27,2003,7,205,82,1261.15,616,14.93,30.22,1.03,0.034,0.22,0.23
"Joe Pavelski","JOE.PAVELSKI","8470794","12-13","S.J","C","R",1984-07-11,28,2003,7,205,48,670.95,314,14.65,29.58,0.71,0.024,0.18,0.21
"Joe Pavelski","JOE.PAVELSKI","8470794","13-14","S.J","C","R",1984-07-11,29,2003,7,205,82,1169.82,652,14.55,29.48,0.73,0.026,0.2,0.21
"Joe Pavelski","JOE.PAVELSKI","8470794","14-15","S.J","C","R",1984-07-11,30,2003,7,205,82,1217.48,645,14.73,29.51,0.64,0.019,0.18,0.21
"Joe Pavelski","JOE.PAVELSKI","8470794","15-16","S.J","C","R",1984-07-11,31,2003,7,205,82,1232.48,645,14.55,29.49,0.67,0.03,0.19,0.2
"Joe Pavelski","JOE.PAVELSKI","8470794","16-17","S.J","C","R",1984-07-11,32,2003,7,205,81,1202.67,624,14.75,29.61,0.7,0.025,0.19,0.2
"Joe Pavelski","JOE.PAVELSKI","8470794","17-18","S.J","C","R",1984-07-11,33,2003,7,205,82,1240.53,650,14.6,29.33,0.75,0.024,0.2,0.21
"Joe Pavelski","JOE.PAVELSKI","8470794","18-19","S.J","C","R",1984-07-11,34,2003,7,205,75,1108,657,14.69,29.41,0.42,0.018,0.18,0.2
"Joe Pavelski","JOE.PAVELSKI","8470794","19-20","DAL","C","R",1984-07-11,35,2003,7,205,67,864.77,608,14.32,28.76,0.5,0.015,0.19,0.2
"Joe Pavelski","JOE.PAVELSKI","8470794","20-21","DAL","C","R",1984-07-11,36,2003,7,205,56,821.13,197,14.41,28.79,0.53,0.025,0.16,0.18
"Joe Pavelski","JOE.PAVELSKI","8470794","21-22","DAL","C","R",1984-07-11,37,2003,7,205,82,1183.15,695,14.64,29.22,0.52,0.02,0.21,0.21
"Joe Pavelski","JOE.PAVELSKI","8470794","22-23","DAL","C","R",1984-07-11,38,2003,7,205,82,1140.82,694,14.44,29.09,0.62,0.03,0.19,0.21
"Joe Piskula","JOE.PISKULA","8473921","11-12","CGY","D","L",1984-07-05,27,2002,NA,NA,5,53.75,75,13.54,27.44,-0.53,-0.043,0.02,0.07
"Joe Piskula","JOE.PISKULA","8473921","13-14","NSH","D","L",1984-07-05,29,2002,NA,NA,2,23.38,36,13.47,27.66,0.03,-0.015,0.19,0.12
"Joe Piskula","JOE.PISKULA","8473921","14-15","NSH","D","L",1984-07-05,30,2002,NA,NA,1,16.4,18,13.56,27.74,1.07,0.053,0.24,0.25
"Joe Sakic","JOE.SAKIC","8451101","07-08","COL","C","L",1969-07-07,38,1987,1,15,44,607.67,305,13.7,29.61,0.51,0.026,0.24,0.22
"Joe Sakic","JOE.SAKIC","8451101","08-09","COL","C","L",1969-07-07,39,1987,1,15,15,182.15,224,13.89,29.8,1.38,0.05,0.25,0.24
"Joe Snively","JOE.SNIVELY","8481441","21-22","WSH","C","L",1996-01-01,25,2014,NA,NA,12,133.82,202,14.3,28.6,0.04,-0.005,0.15,0.13
"Joe Snively","JOE.SNIVELY","8481441","22-23","WSH","C","L",1996-01-01,26,2014,NA,NA,12,149.97,199,14.14,28.64,1.22,0.071,0.26,0.28
"Joe Thornton","JOE.THORNTON","8466138","07-08","S.J","C","L",1979-07-02,28,1997,1,1,82,1279.62,522,13.66,29.53,0.25,0.003,0.17,0.18
"Joe Thornton","JOE.THORNTON","8466138","08-09","S.J","C","L",1979-07-02,29,1997,1,1,82,1243.27,622,14.04,30.03,0.83,0.029,0.22,0.21
"Joe Thornton","JOE.THORNTON","8466138","09-10","S.J","C","L",1979-07-02,30,1997,1,1,78,1180.35,610,14.67,30.37,0.89,0.032,0.22,0.22
"Joe Thornton","JOE.THORNTON","8466138","10-11","S.J","C","L",1979-07-02,31,1997,1,1,80,1190.43,600,14.67,30.16,0.52,0.018,0.22,0.22
"Joe Thornton","JOE.THORNTON","8466138","11-12","S.J","C","L",1979-07-02,32,1997,1,1,82,1273.62,614,14.93,30.21,0.99,0.033,0.21,0.23
"Joe Thornton","JOE.THORNTON","8466138","12-13","S.J","C","L",1979-07-02,33,1997,1,1,48,682.78,316,14.72,29.74,0.73,0.03,0.2,0.22
"Joe Thornton","JOE.THORNTON","8466138","13-14","S.J","C","L",1979-07-02,34,1997,1,1,82,1183.07,651,14.73,29.84,0.89,0.032,0.21,0.22
"Joe Thornton","JOE.THORNTON","8466138","14-15","S.J","C","L",1979-07-02,35,1997,1,1,78,1121.92,638,14.74,29.53,0.61,0.018,0.17,0.2
"Joe Thornton","JOE.THORNTON","8466138","15-16","S.J","C","L",1979-07-02,36,1997,1,1,82,1161.87,643,14.57,29.53,0.68,0.03,0.19,0.21
"Joe Thornton","JOE.THORNTON","8466138","16-17","S.J","C","L",1979-07-02,37,1997,1,1,79,1116.48,620,14.78,29.67,0.74,0.027,0.19,0.21
"Joe Thornton","JOE.THORNTON","8466138","17-18","S.J","C","L",1979-07-02,38,1997,1,1,47,668.95,516,14.59,29.34,0.69,0.02,0.19,0.2
"Joe Thornton","JOE.THORNTON","8466138","18-19","S.J","C","L",1979-07-02,39,1997,1,1,73,976.78,637,14.32,28.65,0.37,0.014,0.17,0.19
"Joe Thornton","JOE.THORNTON","8466138","19-20","S.J","C","L",1979-07-02,40,1997,1,1,70,910.68,644,14.01,28.13,0.38,0.013,0.16,0.17
"Joe Thornton","JOE.THORNTON","8466138","20-21","TOR","C","L",1979-07-02,41,1997,1,1,44,510.57,155,14.24,28.67,0.42,0.01,0.16,0.16
"Joe Thornton","JOE.THORNTON","8466138","21-22","FLA","C","L",1979-07-02,42,1997,1,1,34,330.68,494,13.86,27.63,-0.22,-0.004,0.15,0.13
"Joe Veleno","JOE.VELENO","8480813","20-21","DET","C","L",2000-01-13,20,2018,1,30,5,64.38,58,13.99,27.61,0.24,0.007,0.09,0.14
"Joe Veleno","JOE.VELENO","8480813","21-22","DET","C","L",2000-01-13,21,2018,1,30,66,812.57,659,14.08,28.1,0.36,0.018,0.2,0.19
"Joe Veleno","JOE.VELENO","8480813","22-23","DET","C","L",2000-01-13,22,2018,1,30,81,954.28,678,13.87,28,0.44,0.016,0.17,0.17
"Joe Vitale","JOE.VITALE","8471856","10-11","PIT","C","R",1985-08-20,25,2005,7,195,9,89.85,162,13.81,28.3,0.13,0.025,0.19,0.18
"Joe Vitale","JOE.VITALE","8471856","11-12","PIT","C","R",1985-08-20,26,2005,7,195,68,705.8,583,13.94,28.22,0.15,0.006,0.16,0.17
"Joe Vitale","JOE.VITALE","8471856","12-13","PIT","C","R",1985-08-20,27,2005,7,195,33,307.55,311,13.65,27.64,0.45,0.026,0.12,0.15
"Joe Vitale","JOE.VITALE","8471856","13-14","PIT","C","R",1985-08-20,28,2005,7,195,53,541.05,556,13.83,28.07,0.13,0.005,0.15,0.14
"Joe Vitale","JOE.VITALE","8471856","14-15","ARI","C","R",1985-08-20,29,2005,7,195,70,630.32,598,13.88,27.79,0.04,0.005,0.15,0.16
"Joe Vitale","JOE.VITALE","8471856","15-16","ARI","C","R",1985-08-20,30,2005,7,195,1,5.18,18,13.84,28.01,0.23,0.009,0.3,0.3
"Joe Whitney","JOE.WHITNEY","8476227","13-14","N.J","R","L",1988-02-06,25,2006,NA,NA,1,7.92,18,14.52,29.35,0.26,-0.001,0.2,0.18
"Joe Whitney","JOE.WHITNEY","8476227","14-15","N.J","R","L",1988-02-06,26,2006,NA,NA,4,27.35,72,13.64,27.52,0.82,0.026,0.12,0.17
"Joel Armia","JOEL.ARMIA","8476469","14-15","BUF","R","R",1993-05-31,21,2011,1,16,1,14.78,18,14.49,29.68,1.63,0.037,0.18,0.23
"Joel Armia","JOEL.ARMIA","8476469","15-16","WPG","R","R",1993-05-31,22,2011,1,16,43,478.48,499,14.01,28.34,0.62,0.026,0.17,0.19
"Joel Armia","JOEL.ARMIA","8476469","16-17","WPG","R","R",1993-05-31,23,2011,1,16,57,697.05,564,14.17,28.46,0.48,0.018,0.18,0.19
"Joel Armia","JOEL.ARMIA","8476469","17-18","WPG","R","R",1993-05-31,24,2011,1,16,79,780.17,659,13.82,27.8,0.18,0.005,0.13,0.16
"Joel Armia","JOEL.ARMIA","8476469","18-19","MTL","R","R",1993-05-31,25,2011,1,16,57,696.62,592,14.14,28.24,-0.01,-0.003,0.14,0.16
"Joel Armia","JOEL.ARMIA","8476469","19-20","MTL","R","R",1993-05-31,26,2011,1,16,58,767.17,594,14.4,28.98,0.42,0.019,0.18,0.19
"Joel Armia","JOEL.ARMIA","8476469","20-21","MTL","R","R",1993-05-31,27,2011,1,16,41,501.98,151,14.25,28.76,0.28,0.017,0.18,0.18
"Joel Armia","JOEL.ARMIA","8476469","21-22","MTL","R","R",1993-05-31,28,2011,1,16,60,678.18,624,14.18,28.26,0.4,0.018,0.19,0.18
"Joel Armia","JOEL.ARMIA","8476469","22-23","MTL","R","R",1993-05-31,29,2011,1,16,43,500.05,569,14.24,28.64,0.47,0.023,0.19,0.21
"Joel Edmundson","JOEL.EDMUNDSON","8476441","15-16","STL","D","L",1993-06-28,22,2011,2,46,67,915.07,624,13.92,28.21,0.35,0.009,0.15,0.16
"Joel Edmundson","JOEL.EDMUNDSON","8476441","16-17","STL","D","L",1993-06-28,23,2011,2,46,69,1080.63,598,14.31,28.7,0.31,0.016,0.18,0.19
"Joel Edmundson","JOEL.EDMUNDSON","8476441","17-18","STL","D","L",1993-06-28,24,2011,2,46,69,1236.98,645,14.46,29.08,0.51,0.018,0.19,0.2
"Joel Edmundson","JOEL.EDMUNDSON","8476441","18-19","STL","D","L",1993-06-28,25,2011,2,46,64,1079.5,607,14.57,29.24,0.53,0.019,0.17,0.19
"Joel Edmundson","JOEL.EDMUNDSON","8476441","19-20","CAR","D","L",1993-06-28,26,2011,2,46,68,1048.98,629,14.32,28.8,0.53,0.02,0.19,0.2
"Joel Edmundson","JOEL.EDMUNDSON","8476441","20-21","MTL","D","L",1993-06-28,27,2011,2,46,55,955.82,155,14.57,29.43,0.4,0.025,0.22,0.21
"Joel Edmundson","JOEL.EDMUNDSON","8476441","21-22","MTL","D","L",1993-06-28,28,2011,2,46,24,405.62,324,14.49,28.99,0.76,0.033,0.22,0.24
"Joel Edmundson","JOEL.EDMUNDSON","8476441","22-23","MTL","D","L",1993-06-28,29,2011,2,46,61,970.32,614,14.39,29.01,0.7,0.03,0.21,0.22
"Joel Eriksson Ek","JOEL.ERIKSSON EK","8478493","16-17","MIN","C","L",1997-01-29,19,2015,1,20,15,154.83,224,14,28.07,-0.22,-0.011,0.09,0.11
"Joel Eriksson Ek","JOEL.ERIKSSON EK","8478493","17-18","MIN","C","L",1997-01-29,20,2015,1,20,75,861.32,648,13.86,27.87,0.4,0.012,0.17,0.17
"Joel Eriksson Ek","JOEL.ERIKSSON EK","8478493","18-19","MIN","C","L",1997-01-29,21,2015,1,20,58,685.92,577,14.31,28.68,0.48,0.015,0.17,0.2
"Joel Eriksson Ek","JOEL.ERIKSSON EK","8478493","19-20","MIN","C","L",1997-01-29,22,2015,1,20,62,823.5,623,14.45,29.05,0.62,0.02,0.19,0.2
"Joel Eriksson Ek","JOEL.ERIKSSON EK","8478493","20-21","MIN","C","L",1997-01-29,23,2015,1,20,56,770.2,182,14.61,29.42,0.8,0.016,0.18,0.21
"Joel Eriksson Ek","JOEL.ERIKSSON EK","8478493","21-22","MIN","C","L",1997-01-29,24,2015,1,20,77,971.35,693,14.65,29.21,0.53,0.019,0.2,0.2
"Joel Eriksson Ek","JOEL.ERIKSSON EK","8478493","22-23","MIN","C","L",1997-01-29,25,2015,1,20,78,1005.1,675,14.58,29.36,0.52,0.021,0.2,0.21
"Joel Farabee","JOEL.FARABEE","8480797","19-20","PHI","L","L",2000-02-25,19,2018,1,14,52,639.15,530,14.29,28.62,0.54,0.023,0.17,0.19
"Joel Farabee","JOEL.FARABEE","8480797","20-21","PHI","L","L",2000-02-25,20,2018,1,14,55,673.03,184,14.4,28.58,0.37,0.013,0.18,0.18
"Joel Farabee","JOEL.FARABEE","8480797","21-22","PHI","L","L",2000-02-25,21,2018,1,14,63,826.38,650,14.63,29.21,0.86,0.034,0.23,0.23
"Joel Farabee","JOEL.FARABEE","8480797","22-23","PHI","L","L",2000-02-25,22,2018,1,14,82,1117.55,682,14.39,29.01,0.69,0.03,0.2,0.21
"Joel Hanley","JOEL.HANLEY","8477810","15-16","MTL","D","L",1991-06-08,24,2009,NA,NA,10,141.8,134,13.7,27.83,0.66,0.013,0.21,0.22
"Joel Hanley","JOEL.HANLEY","8477810","16-17","MTL","D","L",1991-06-08,25,2009,NA,NA,7,70.75,126,13.82,27.52,0.41,0.021,0.15,0.14
"Joel Hanley","JOEL.HANLEY","8477810","17-18","ARI","D","L",1991-06-08,26,2009,NA,NA,5,54.87,90,13.83,27.88,0.36,0.022,0.17,0.16
"Joel Hanley","JOEL.HANLEY","8477810","18-19","DAL","D","L",1991-06-08,27,2009,NA,NA,16,207.57,241,14.15,28.3,0.31,0.016,0.13,0.18
"Joel Hanley","JOEL.HANLEY","8477810","19-20","DAL","D","L",1991-06-08,28,2009,NA,NA,8,88.37,108,13.78,27.74,1.04,0.03,0.2,0.23
"Joel Hanley","JOEL.HANLEY","8477810","20-21","DAL","D","L",1991-06-08,29,2009,NA,NA,35,437.63,178,13.93,27.72,-0.09,-0.002,0.12,0.14
"Joel Hanley","JOEL.HANLEY","8477810","21-22","DAL","D","L",1991-06-08,30,2009,NA,NA,44,492.85,554,14.06,28.06,0.43,0.018,0.18,0.18
"Joel Hanley","JOEL.HANLEY","8477810","22-23","DAL","D","L",1991-06-08,31,2009,NA,NA,26,298.97,361,13.99,28.09,0.19,-0.007,0.15,0.17
