"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft_Yr","Draft_Rd","Draft_Ov","GP","TOI_EV","TOI_PP","EV_iFF","PP_iFF","EV_Sh%","PP_Sh%","All_Sh%","EV_Sh_Goals","PP_Sh_Goals","All_Sh_Goals"
"Jordan Hendry","JORDAN.HENDRY","8472370","12-13","ANA","D","L",1984-02-23,28,2002,NA,NA,2,35.1,0,1,0,0,0,0,0,0,0
"Jordan Kyrou","JORDAN.KYROU","8479385","18-19","STL","C","R",1998-05-05,20,2016,2,35,16,149.2,4.7,20,0,-0.005,0,-0.005,-0.1,0,-0.1
"Jordan Kyrou","JORDAN.KYROU","8479385","19-20","STL","C","R",1998-05-05,21,2016,2,35,28,293,9.5,48,2,0.018,-0.021,0.016,0.85,-0.04,0.81
"Jordan Kyrou","JORDAN.KYROU","8479385","20-21","STL","C","R",1998-05-05,22,2016,2,35,55,712.9,67.7,123,13,0.032,-0.076,0.022,3.99,-0.99,3
"Jordan Kyrou","JORDAN.KYROU","8479385","21-22","STL","C","R",1998-05-05,23,2016,2,35,74,1053.5,139.3,195,40,0.042,0.012,0.037,8.11,0.48,8.59
"Jordan Kyrou","JORDAN.KYROU","8479385","22-23","STL","C","R",1998-05-05,24,2016,2,35,79,1148.3,229.3,271,75,0.021,0.05,0.027,5.75,3.72,9.47
"Jordan Lavallee-Smotherman","JORDAN.LAVALLEE-SMOTHERMAN","8471778","07-08","ATL","L","L",1986-05-11,21,2005,4,116,2,19.2,1.4,0,0,0,0,0,0,0,0
"Jordan Lavallee-Smotherman","JORDAN.LAVALLEE-SMOTHERMAN","8471778","08-09","ATL","L","L",1986-05-11,22,2005,4,116,2,13.3,0,1,0,-0.009,0,-0.009,-0.01,0,-0.01
"Jordan Leopold","JORDAN.LEOPOLD","8467917","07-08","COL","D","L",1980-08-03,27,1999,2,44,43,592,60.9,37,13,0.028,0.074,0.04,1.05,0.96,2.01
"Jordan Leopold","JORDAN.LEOPOLD","8467917","08-09","CGY/COL","D","L",1980-08-03,28,1999,2,44,83,1241.5,186.8,106,38,0.022,-0.026,0.009,2.3,-0.98,1.33
"Jordan Leopold","JORDAN.LEOPOLD","8467917","09-10","FLA/PIT","D","L",1980-08-03,29,1999,2,44,81,1421,98.6,115,10,0.077,0.025,0.073,8.82,0.25,9.07
"Jordan Leopold","JORDAN.LEOPOLD","8467917","10-11","BUF","D","L",1980-08-03,30,1999,2,44,71,1254.1,192.7,126,44,0.049,0.072,0.055,6.21,3.18,9.39
"Jordan Leopold","JORDAN.LEOPOLD","8467917","11-12","BUF","D","L",1980-08-03,31,1999,2,44,79,1403.8,158.5,112,25,0.059,-0.01,0.046,6.56,-0.24,6.31
"Jordan Leopold","JORDAN.LEOPOLD","8467917","12-13","BUF/STL","D","L",1980-08-03,32,1999,2,44,39,631.7,85.1,54,24,0.021,-0.048,0,1.12,-1.15,-0.03
"Jordan Leopold","JORDAN.LEOPOLD","8467917","13-14","STL","D","L",1980-08-03,33,1999,2,44,27,384.9,22,44,4,-0.013,-0.008,-0.012,-0.57,-0.03,-0.6
"Jordan Leopold","JORDAN.LEOPOLD","8467917","14-15","CBJ/MIN/STL","D","L",1980-08-03,34,1999,2,44,43,608.5,10.6,40,4,-0.025,0.069,-0.017,-1.01,0.27,-0.74
"Jordan Martinook","JORDAN.MARTINOOK","8476921","14-15","ARI","L","L",1992-07-25,22,2012,2,58,8,87.3,0.4,20,0,-0.039,0,-0.039,-0.79,0,-0.79
"Jordan Martinook","JORDAN.MARTINOOK","8476921","15-16","ARI","L","L",1992-07-25,23,2012,2,58,81,978.5,27.8,142,7,-0.018,-0.045,-0.019,-2.52,-0.31,-2.83
"Jordan Martinook","JORDAN.MARTINOOK","8476921","16-17","ARI","L","L",1992-07-25,24,2012,2,58,77,990.6,27.8,149,2,-0.015,0.045,-0.014,-2.23,0.09,-2.14
"Jordan Martinook","JORDAN.MARTINOOK","8476921","17-18","ARI","L","L",1992-07-25,25,2012,2,58,81,958.2,13.3,148,1,-0.025,-0.017,-0.025,-3.76,-0.02,-3.78
"Jordan Martinook","JORDAN.MARTINOOK","8476921","18-19","CAR","L","L",1992-07-25,26,2012,2,58,82,1027.8,7.8,197,2,-0.024,-0.02,-0.024,-4.65,-0.04,-4.69
"Jordan Martinook","JORDAN.MARTINOOK","8476921","19-20","CAR","L","L",1992-07-25,27,2012,2,58,45,441.8,1.7,69,0,-0.039,0,-0.039,-2.72,0,-2.72
"Jordan Martinook","JORDAN.MARTINOOK","8476921","20-21","CAR","L","L",1992-07-25,28,2012,2,58,44,494.1,3.6,73,0,-0.031,0,-0.031,-2.28,0,-2.28
"Jordan Martinook","JORDAN.MARTINOOK","8476921","21-22","CAR","L","L",1992-07-25,29,2012,2,58,59,624.3,2.1,116,0,-0.022,0,-0.022,-2.51,0,-2.51
"Jordan Martinook","JORDAN.MARTINOOK","8476921","22-23","CAR","L","L",1992-07-25,30,2012,2,58,82,1087.5,8.9,229,2,-0.023,-0.02,-0.023,-5.34,-0.04,-5.38
"Jordan Nolan","JORDAN.NOLAN","8475325","11-12","L.A","C","L",1989-06-23,22,2009,7,185,26,234.4,7.2,28,1,0.007,-0.014,0.006,0.19,-0.01,0.18
"Jordan Nolan","JORDAN.NOLAN","8475325","12-13","L.A","C","L",1989-06-23,23,2009,7,185,44,366,4.7,31,1,-0.013,-0.02,-0.013,-0.41,-0.02,-0.43
"Jordan Nolan","JORDAN.NOLAN","8475325","13-14","L.A","C","L",1989-06-23,24,2009,7,185,64,567.6,4.7,75,0,0.017,0,0.017,1.24,0,1.24
"Jordan Nolan","JORDAN.NOLAN","8475325","14-15","L.A","C","L",1989-06-23,25,2009,7,185,60,590.4,2.9,67,0,0.022,0,0.022,1.5,0,1.5
"Jordan Nolan","JORDAN.NOLAN","8475325","15-16","L.A","C","L",1989-06-23,26,2009,7,185,52,457.3,3,74,0,-0.052,0,-0.052,-3.85,0,-3.85
"Jordan Nolan","JORDAN.NOLAN","8475325","16-17","L.A","C","L",1989-06-23,27,2009,7,185,46,486,8.2,68,0,-0.013,0,-0.013,-0.92,0,-0.92
"Jordan Nolan","JORDAN.NOLAN","8475325","17-18","BUF","C","L",1989-06-23,28,2009,7,185,69,659.8,4.9,64,0,-0.006,0,-0.006,-0.41,0,-0.41
"Jordan Nolan","JORDAN.NOLAN","8475325","18-19","STL","C","L",1989-06-23,29,2009,7,185,14,109.9,0,24,0,-0.051,0,-0.051,-1.23,0,-1.23
"Jordan Oesterle","JORDAN.OESTERLE","8477851","14-15","EDM","D","L",1992-06-25,22,2010,NA,NA,6,80.6,5.3,9,2,-0.011,-0.002,-0.009,-0.09,0,-0.1
"Jordan Oesterle","JORDAN.OESTERLE","8477851","15-16","EDM","D","L",1992-06-25,23,2010,NA,NA,17,305.8,29.7,28,2,-0.034,-0.002,-0.032,-0.95,0,-0.96
"Jordan Oesterle","JORDAN.OESTERLE","8477851","16-17","EDM","D","L",1992-06-25,24,2010,NA,NA,2,34,0,3,0,0,0,0,0,0,0
"Jordan Oesterle","JORDAN.OESTERLE","8477851","17-18","CHI","D","L",1992-06-25,25,2010,NA,NA,55,1014,58.9,117,16,0.006,0.009,0.006,0.71,0.14,0.85
"Jordan Oesterle","JORDAN.OESTERLE","8477851","18-19","ARI","D","L",1992-06-25,26,2010,NA,NA,71,1123.7,124.8,104,23,0.001,0.078,0.015,0.09,1.78,1.88
"Jordan Oesterle","JORDAN.OESTERLE","8477851","19-20","ARI","D","L",1992-06-25,27,2010,NA,NA,58,879.1,57.6,96,5,0.004,-0.011,0.003,0.36,-0.05,0.3
"Jordan Oesterle","JORDAN.OESTERLE","8477851","20-21","ARI","D","L",1992-06-25,28,2010,NA,NA,43,639.5,64.7,57,3,-0.038,-0.003,-0.036,-2.16,-0.01,-2.17
"Jordan Oesterle","JORDAN.OESTERLE","8477851","21-22","DET","D","L",1992-06-25,29,2010,NA,NA,45,756.1,13.9,73,1,-0.005,0.005,-0.005,-0.36,0.01,-0.35
"Jordan Oesterle","JORDAN.OESTERLE","8477851","22-23","DET","D","L",1992-06-25,30,2010,NA,NA,52,796.5,2.2,75,0,-0.009,0,-0.009,-0.66,0,-0.66
"Jordan Schmaltz","JORDAN.SCHMALTZ","8476877","16-17","STL","D","R",1993-10-08,22,2012,1,25,9,117.3,10.8,6,1,-0.005,0.004,-0.004,-0.03,0,-0.03
"Jordan Schmaltz","JORDAN.SCHMALTZ","8476877","17-18","STL","D","R",1993-10-08,23,2012,1,25,13,135.9,5.3,6,0,-0.005,0,-0.005,-0.03,0,-0.03
"Jordan Schmaltz","JORDAN.SCHMALTZ","8476877","18-19","STL","D","R",1993-10-08,24,2012,1,25,20,218.1,1.3,13,0,-0.015,0,-0.015,-0.2,0,-0.2
"Jordan Schroeder","JORDAN.SCHROEDER","8475147","12-13","VAN","C","R",1990-09-29,21,2009,1,22,31,345.3,76.5,29,11,-0.01,-0.009,-0.01,-0.29,-0.1,-0.39
"Jordan Schroeder","JORDAN.SCHROEDER","8475147","13-14","VAN","C","R",1990-09-29,22,2009,1,22,25,266.6,25.4,34,3,0.019,-0.02,0.015,0.63,-0.06,0.57
"Jordan Schroeder","JORDAN.SCHROEDER","8475147","14-15","MIN","C","R",1990-09-29,23,2009,1,22,25,267.7,0.2,58,0,-0.016,0,-0.016,-0.91,0,-0.91
"Jordan Schroeder","JORDAN.SCHROEDER","8475147","15-16","MIN","C","R",1990-09-29,24,2009,1,22,26,238.1,6.5,37,0,-0.002,0,-0.002,-0.07,0,-0.07
"Jordan Schroeder","JORDAN.SCHROEDER","8475147","16-17","MIN","C","R",1990-09-29,25,2009,1,22,37,360.8,0,49,0,0.05,0,0.05,2.47,0,2.47
"Jordan Schroeder","JORDAN.SCHROEDER","8475147","17-18","CBJ","C","R",1990-09-29,26,2009,1,22,21,153.3,2.3,28,0,-0.038,0,-0.038,-1.05,0,-1.05
"Jordan Spence","JORDAN.SPENCE","8481606","21-22","L.A","D","R",2001-02-24,20,2019,4,95,24,413.8,40.6,53,7,0.011,-0.018,0.007,0.56,-0.13,0.43
"Jordan Spence","JORDAN.SPENCE","8481606","22-23","L.A","D","R",2001-02-24,21,2019,4,95,6,76.3,6.8,9,2,-0.014,0.001,-0.011,-0.12,0,-0.12
"Jordan Staal","JORDAN.STAAL","8473533","07-08","PIT","C","L",1988-09-10,19,2006,1,2,82,1070.4,122.2,184,32,-0.034,-0.02,-0.032,-6.26,-0.64,-6.89
"Jordan Staal","JORDAN.STAAL","8473533","08-09","PIT","C","L",1988-09-10,20,2006,1,2,82,1128.5,186.6,169,40,0.006,-0.043,-0.003,1.05,-1.71,-0.66
"Jordan Staal","JORDAN.STAAL","8473533","09-10","PIT","C","L",1988-09-10,21,2006,1,2,81,1122.9,151,202,30,0,-0.062,-0.008,0.02,-1.85,-1.84
"Jordan Staal","JORDAN.STAAL","8473533","10-11","PIT","C","L",1988-09-10,22,2006,1,2,42,643.8,132.4,91,18,0.008,0.03,0.012,0.76,0.55,1.31
"Jordan Staal","JORDAN.STAAL","8473533","11-12","PIT","C","L",1988-09-10,23,2006,1,2,62,929.5,122.3,160,24,0.025,0.106,0.036,4.07,2.54,6.61
"Jordan Staal","JORDAN.STAAL","8473533","12-13","CAR","C","L",1988-09-10,24,2006,1,2,48,732.4,109.5,125,28,-0.001,-0.068,-0.013,-0.16,-1.9,-2.06
"Jordan Staal","JORDAN.STAAL","8473533","13-14","CAR","C","L",1988-09-10,25,2006,1,2,82,1203.5,184.4,194,34,-0.015,-0.046,-0.019,-2.86,-1.55,-4.41
"Jordan Staal","JORDAN.STAAL","8473533","14-15","CAR","C","L",1988-09-10,26,2006,1,2,46,726.6,90.3,102,26,-0.031,-0.073,-0.04,-3.21,-1.91,-5.12
"Jordan Staal","JORDAN.STAAL","8473533","15-16","CAR","C","L",1988-09-10,27,2006,1,2,82,1166.6,145.9,161,34,-0.006,0.041,0.002,-1.03,1.39,0.36
"Jordan Staal","JORDAN.STAAL","8473533","16-17","CAR","C","L",1988-09-10,28,2006,1,2,75,1080.5,166.9,179,31,-0.019,0,-0.016,-3.4,0.01,-3.39
"Jordan Staal","JORDAN.STAAL","8473533","17-18","CAR","C","L",1988-09-10,29,2006,1,2,79,1136.2,203,159,50,-0.013,-0.044,-0.02,-2.1,-2.18,-4.28
"Jordan Staal","JORDAN.STAAL","8473533","18-19","CAR","C","L",1988-09-10,30,2006,1,2,50,701.7,89.9,127,20,-0.002,-0.09,-0.014,-0.29,-1.8,-2.09
"Jordan Staal","JORDAN.STAAL","8473533","19-20","CAR","C","L",1988-09-10,31,2006,1,2,68,921.3,74.5,143,15,-0.038,0.006,-0.034,-5.42,0.09,-5.32
"Jordan Staal","JORDAN.STAAL","8473533","20-21","CAR","C","L",1988-09-10,32,2006,1,2,53,703.2,139.9,94,37,-0.005,0.037,0.007,-0.43,1.38,0.95
"Jordan Staal","JORDAN.STAAL","8473533","21-22","CAR","C","L",1988-09-10,33,2006,1,2,78,1019.8,54.8,175,8,-0.012,-0.005,-0.012,-2.11,-0.04,-2.14
"Jordan Staal","JORDAN.STAAL","8473533","22-23","CAR","C","L",1988-09-10,34,2006,1,2,81,1069.2,20.2,149,4,0.018,-0.029,0.016,2.62,-0.12,2.5
"Jordan Szwarz","JORDAN.SZWARZ","8475224","13-14","ARI","R","R",1991-05-14,22,2009,4,97,26,196.2,0.5,31,0,0.023,0,0.023,0.72,0,0.72
"Jordan Szwarz","JORDAN.SZWARZ","8475224","14-15","ARI","R","R",1991-05-14,23,2009,4,97,9,100.6,0.2,8,0,0.017,0,0.017,0.13,0,0.13
"Jordan Szwarz","JORDAN.SZWARZ","8475224","17-18","BOS","R","R",1991-05-14,26,2009,4,97,12,125.4,8.5,18,3,-0.04,-0.025,-0.038,-0.72,-0.07,-0.79
"Jordan Szwarz","JORDAN.SZWARZ","8475224","19-20","OTT","R","R",1991-05-14,28,2009,4,97,3,14.7,0,2,0,-0.014,0,-0.014,-0.03,0,-0.03
"Jordan Weal","JORDAN.WEAL","8475738","15-16","L.A/PHI","C","R",1992-04-15,23,2010,3,70,14,120.2,9.6,8,1,-0.015,-0.015,-0.015,-0.12,-0.01,-0.14
"Jordan Weal","JORDAN.WEAL","8475738","16-17","PHI","C","R",1992-04-15,24,2010,3,70,23,290.6,35.9,52,10,0.035,-0.007,0.028,1.81,-0.07,1.74
"Jordan Weal","JORDAN.WEAL","8475738","17-18","PHI","C","R",1992-04-15,25,2010,3,70,69,780.8,104.6,121,30,-0.038,-0.006,-0.031,-4.54,-0.19,-4.73
"Jordan Weal","JORDAN.WEAL","8475738","18-19","ARI/MTL/PHI","C","R",1992-04-15,26,2010,3,70,63,770.4,67.1,90,12,-0.021,0.016,-0.017,-1.9,0.19,-1.71
"Jordan Weal","JORDAN.WEAL","8475738","19-20","MTL","C","R",1992-04-15,27,2010,3,70,49,560.7,94.5,82,23,-0.001,-0.058,-0.013,-0.07,-1.34,-1.42
"Jordie Benn","JORDIE.BENN","8474818","11-12","DAL","D","L",1987-07-26,24,2005,NA,NA,3,35.6,2.7,2,0,0.002,0,0.002,0,0,0
"Jordie Benn","JORDIE.BENN","8474818","12-13","DAL","D","L",1987-07-26,25,2005,NA,NA,26,356.9,38.4,37,12,-0.037,0.011,-0.025,-1.38,0.13,-1.24
"Jordie Benn","JORDIE.BENN","8474818","13-14","DAL","D","L",1987-07-26,26,2005,NA,NA,78,1296.3,47.3,127,11,-0.024,0.035,-0.019,-3.06,0.38,-2.67
"Jordie Benn","JORDIE.BENN","8474818","14-15","DAL","D","L",1987-07-26,27,2005,NA,NA,73,1123.4,49.5,116,3,-0.016,-0.005,-0.015,-1.81,-0.02,-1.82
"Jordie Benn","JORDIE.BENN","8474818","15-16","DAL","D","L",1987-07-26,28,2005,NA,NA,64,854,15.7,75,3,-0.001,0.051,0.001,-0.1,0.15,0.05
"Jordie Benn","JORDIE.BENN","8474818","16-17","DAL/MTL","D","L",1987-07-26,29,2005,NA,NA,71,1047.1,68,87,21,0.004,-0.045,-0.006,0.31,-0.95,-0.64
"Jordie Benn","JORDIE.BENN","8474818","17-18","MTL","D","L",1987-07-26,30,2005,NA,NA,77,1271,1.9,132,1,0.006,0.005,0.006,0.83,0,0.84
"Jordie Benn","JORDIE.BENN","8474818","18-19","MTL","D","L",1987-07-26,31,2005,NA,NA,81,1225.8,1.9,116,0,0,0,0,0.05,0,0.05
"Jordie Benn","JORDIE.BENN","8474818","19-20","VAN","D","L",1987-07-26,32,2005,NA,NA,44,606.7,0.9,70,0,-0.016,0,-0.016,-1.09,0,-1.09
"Jordie Benn","JORDIE.BENN","8474818","20-21","VAN/WPG","D","L",1987-07-26,33,2005,NA,NA,39,518.4,0.3,60,0,-0.012,0,-0.012,-0.75,0,-0.75
"Jordie Benn","JORDIE.BENN","8474818","21-22","MIN","D","L",1987-07-26,34,2005,NA,NA,39,546.9,1.7,50,3,-0.037,0.034,-0.033,-1.84,0.1,-1.74
"Jordie Benn","JORDIE.BENN","8474818","22-23","TOR","D","L",1987-07-26,35,2005,NA,NA,12,167.9,1.1,15,1,0.023,0.005,0.021,0.34,0.01,0.34
"Jordin Tootoo","JORDIN.TOOTOO","8469547","07-08","NSH","R","R",1983-02-02,24,2001,4,98,63,605.5,7.4,139,0,0.016,0,0.016,2.23,0,2.23
"Jordin Tootoo","JORDIN.TOOTOO","8469547","08-09","NSH","R","R",1983-02-02,25,2001,4,98,72,811.4,48,178,9,-0.031,-0.059,-0.032,-5.49,-0.53,-6.02
"Jordin Tootoo","JORDIN.TOOTOO","8469547","09-10","NSH","R","R",1983-02-02,26,2001,4,98,51,541.6,5,149,2,-0.013,-0.02,-0.013,-1.92,-0.04,-1.96
"Jordin Tootoo","JORDIN.TOOTOO","8469547","10-11","NSH","R","R",1983-02-02,27,2001,4,98,54,626.2,11.4,112,0,0.001,0,0.001,0.07,0,0.07
"Jordin Tootoo","JORDIN.TOOTOO","8469547","11-12","NSH","R","R",1983-02-02,28,2001,4,98,77,985.6,16.4,174,2,-0.025,0.046,-0.024,-4.38,0.09,-4.29
"Jordin Tootoo","JORDIN.TOOTOO","8469547","12-13","DET","R","R",1983-02-02,29,2001,4,98,42,375.6,4.2,60,0,-0.018,0,-0.018,-1.09,0,-1.09
"Jordin Tootoo","JORDIN.TOOTOO","8469547","13-14","DET","R","R",1983-02-02,30,2001,4,98,11,76.7,0,17,0,-0.033,0,-0.033,-0.55,0,-0.55
"Jordin Tootoo","JORDIN.TOOTOO","8469547","14-15","N.J","R","R",1983-02-02,31,2001,4,98,68,647.8,56.9,90,8,0.039,0,0.036,3.55,0,3.55
"Jordin Tootoo","JORDIN.TOOTOO","8469547","15-16","N.J","R","R",1983-02-02,32,2001,4,98,66,671.6,78.5,110,10,-0.037,0.053,-0.029,-4.02,0.53,-3.49
"Jordin Tootoo","JORDIN.TOOTOO","8469547","16-17","CHI","R","R",1983-02-02,33,2001,4,98,50,335.2,1.1,59,0,-0.031,0,-0.031,-1.85,0,-1.85
"Jori Lehtera","JORI.LEHTERA","8474627","14-15","STL","C","L",1987-12-23,26,2008,3,65,75,996.7,173.9,104,28,0.04,-0.039,0.024,4.2,-1.1,3.1
"Jori Lehtera","JORI.LEHTERA","8474627","15-16","STL","C","L",1987-12-23,27,2008,3,65,79,1036.6,146.4,89,9,0.009,-0.013,0.007,0.76,-0.12,0.64
"Jori Lehtera","JORI.LEHTERA","8474627","16-17","STL","C","L",1987-12-23,28,2008,3,65,64,841.1,85.7,72,2,0.004,-0.019,0.003,0.27,-0.04,0.23
"Jori Lehtera","JORI.LEHTERA","8474627","17-18","PHI","C","L",1987-12-23,29,2008,3,65,62,564.8,34.6,49,4,-0.031,-0.027,-0.031,-1.54,-0.11,-1.65
"Jori Lehtera","JORI.LEHTERA","8474627","18-19","PHI","C","L",1987-12-23,30,2008,3,65,27,200.6,2,18,0,-0.013,0,-0.013,-0.23,0,-0.23
"Josef Melichar","JOSEF.MELICHAR","8466203","08-09","CAR/T.B","D","L",1979-01-20,29,1997,3,71,39,464.9,2.6,24,0,-0.015,0,-0.015,-0.37,0,-0.37
"Josef Vasicek","JOSEF.VASICEK","8467416","07-08","NYI","C","L",1980-09-12,27,1998,4,91,81,1033.4,111.1,161,12,0.002,-0.071,-0.003,0.33,-0.85,-0.52
"Joseph Blandisi","JOSEPH.BLANDISI","8477010","15-16","N.J","C","L",1994-07-18,21,2012,6,162,41,544.2,84,54,10,-0.044,0.104,-0.021,-2.36,1.04,-1.32
"Joseph Blandisi","JOSEPH.BLANDISI","8477010","16-17","N.J","C","L",1994-07-18,22,2012,6,162,27,308.4,45.2,32,7,-0.011,0.001,-0.009,-0.35,0,-0.34
"Joseph Blandisi","JOSEPH.BLANDISI","8477010","17-18","ANA","C","L",1994-07-18,23,2012,6,162,3,34.7,0,4,0,-0.013,0,-0.013,-0.05,0,-0.05
"Joseph Blandisi","JOSEPH.BLANDISI","8477010","18-19","ANA/PIT","C","L",1994-07-18,24,2012,6,162,9,64.9,0.1,11,0,-0.02,0,-0.02,-0.22,0,-0.22
"Joseph Blandisi","JOSEPH.BLANDISI","8477010","19-20","PIT","C","L",1994-07-18,25,2012,6,162,21,170.4,0.2,16,0,0.029,0,0.029,0.47,0,0.47
"Joseph Cramarossa","JOSEPH.CRAMAROSSA","8476390","16-17","ANA/VAN","C","L",1992-10-26,23,2011,3,65,59,535.2,4.2,48,1,0.005,-0.015,0.004,0.22,-0.02,0.2
"Joseph Cramarossa","JOSEPH.CRAMAROSSA","8476390","20-21","MIN","C","L",1992-10-26,27,2011,3,65,4,41.5,0,3,0,-0.016,0,-0.016,-0.05,0,-0.05
"Joseph Cramarossa","JOSEPH.CRAMAROSSA","8476390","21-22","MIN","C","L",1992-10-26,28,2011,3,65,1,6.9,0,1,0,-0.011,0,-0.011,-0.01,0,-0.01
"Joseph Cramarossa","JOSEPH.CRAMAROSSA","8476390","22-23","MIN","C","L",1992-10-26,29,2011,3,65,4,30.5,0,3,0,0.026,0,0.026,0.08,0,0.08
"Joseph Gambardella","JOSEPH.GAMBARDELLA","8479970","18-19","EDM","C","L",1993-12-01,24,2012,NA,NA,15,121.4,0,10,0,-0.029,0,-0.029,-0.29,0,-0.29
"Joseph Labate","JOSEPH.LABATE","8476425","16-17","VAN","C","L",1993-04-16,23,2011,4,101,13,87.5,0,9,0,-0.024,0,-0.024,-0.22,0,-0.22
"Josh Anderson","JOSH.ANDERSON","8476981","14-15","CBJ","R","R",1994-05-07,20,2012,4,95,6,80.3,0,13,0,-0.026,0,-0.026,-0.34,0,-0.34
"Josh Anderson","JOSH.ANDERSON","8476981","15-16","CBJ","R","R",1994-05-07,21,2012,4,95,12,126.6,0,16,0,-0.007,0,-0.007,-0.12,0,-0.12
"Josh Anderson","JOSH.ANDERSON","8476981","16-17","CBJ","R","R",1994-05-07,22,2012,4,95,78,906.4,7.4,158,1,0.021,-0.015,0.021,3.37,-0.02,3.36
"Josh Anderson","JOSH.ANDERSON","8476981","17-18","CBJ","R","R",1994-05-07,23,2012,4,95,63,964.4,86.6,221,21,0.004,-0.048,0,0.94,-1,-0.06
"Josh Anderson","JOSH.ANDERSON","8476981","18-19","CBJ","R","R",1994-05-07,24,2012,4,95,82,1148.1,111.5,262,17,0.006,0.07,0.01,1.53,1.2,2.73
"Josh Anderson","JOSH.ANDERSON","8476981","19-20","CBJ","R","R",1994-05-07,25,2012,4,95,26,324.7,45.3,66,9,-0.053,-0.054,-0.053,-3.49,-0.49,-3.98
"Josh Anderson","JOSH.ANDERSON","8476981","20-21","MTL","R","R",1994-05-07,26,2012,4,95,52,734,98.8,157,19,0.023,-0.053,0.015,3.69,-1,2.69
"Josh Anderson","JOSH.ANDERSON","8476981","21-22","MTL","R","R",1994-05-07,27,2012,4,95,69,1018,146.3,190,28,-0.01,-0.041,-0.014,-1.96,-1.16,-3.12
"Josh Anderson","JOSH.ANDERSON","8476981","22-23","MTL","R","R",1994-05-07,28,2012,4,95,69,935.7,117.7,179,31,0.001,-0.001,0.001,0.24,-0.02,0.21
"Josh Archibald","JOSH.ARCHIBALD","8476326","15-16","PIT","R","R",1992-10-06,22,2011,6,174,1,5,0,0,0,0,0,0,0,0,0
"Josh Archibald","JOSH.ARCHIBALD","8476326","16-17","PIT","R","R",1992-10-06,23,2011,6,174,10,103.2,0.2,19,0,0.01,0,0.01,0.19,0,0.19
"Josh Archibald","JOSH.ARCHIBALD","8476326","17-18","ARI/PIT","R","R",1992-10-06,24,2011,6,174,42,450.5,6.8,61,0,0.027,0,0.027,1.62,0,1.62
"Josh Archibald","JOSH.ARCHIBALD","8476326","18-19","ARI","R","R",1992-10-06,25,2011,6,174,68,789.6,4,116,0,0.01,0,0.01,1.11,0,1.11
"Josh Archibald","JOSH.ARCHIBALD","8476326","19-20","EDM","R","R",1992-10-06,26,2011,6,174,62,660.9,4.1,85,0,0.022,0,0.022,1.86,0,1.86
"Josh Archibald","JOSH.ARCHIBALD","8476326","20-21","EDM","R","R",1992-10-06,27,2011,6,174,52,567.6,2.7,74,0,-0.031,0,-0.031,-2.3,0,-2.3
"Josh Archibald","JOSH.ARCHIBALD","8476326","21-22","EDM","R","R",1992-10-06,28,2011,6,174,8,59.9,0.8,5,0,-0.02,0,-0.02,-0.1,0,-0.1
"Josh Archibald","JOSH.ARCHIBALD","8476326","22-23","PIT","R","R",1992-10-06,29,2011,6,174,62,506.7,3,82,1,-0.009,-0.016,-0.009,-0.73,-0.02,-0.75
"Josh Bailey","JOSH.BAILEY","8474573","08-09","NYI","C","L",1989-10-02,18,2008,1,9,68,819.1,216.3,65,43,-0.009,-0.046,-0.024,-0.6,-1.98,-2.58
"Josh Bailey","JOSH.BAILEY","8474573","09-10","NYI","C","L",1989-10-02,19,2008,1,9,72,884.6,154.2,111,37,0.027,-0.016,0.016,3,-0.59,2.4
"Josh Bailey","JOSH.BAILEY","8474573","10-11","NYI","C","L",1989-10-02,20,2008,1,9,70,903.2,166.4,80,34,-0.011,0.028,0.001,-0.87,0.96,0.09
"Josh Bailey","JOSH.BAILEY","8474573","11-12","NYI","C","L",1989-10-02,21,2008,1,9,80,985.1,95.6,109,14,-0.029,-0.031,-0.029,-3.13,-0.44,-3.57
"Josh Bailey","JOSH.BAILEY","8474573","12-13","NYI","C","L",1989-10-02,22,2008,1,9,38,534.2,48.7,86,7,0.038,-0.05,0.031,3.26,-0.35,2.91
"Josh Bailey","JOSH.BAILEY","8474573","13-14","NYI","C","L",1989-10-02,23,2008,1,9,77,1025.9,138.6,111,19,-0.024,0.007,-0.019,-2.66,0.13,-2.53
"Josh Bailey","JOSH.BAILEY","8474573","14-15","NYI","C","L",1989-10-02,24,2008,1,9,70,1028.1,112.6,166,12,0.01,-0.063,0.005,1.59,-0.75,0.84
"Josh Bailey","JOSH.BAILEY","8474573","15-16","NYI","C","L",1989-10-02,25,2008,1,9,81,1110.7,116,126,15,-0.02,0.098,-0.008,-2.55,1.47,-1.08
"Josh Bailey","JOSH.BAILEY","8474573","16-17","NYI","C","L",1989-10-02,26,2008,1,9,82,1214.5,220.3,177,50,-0.019,-0.036,-0.023,-3.41,-1.81,-5.23
"Josh Bailey","JOSH.BAILEY","8474573","17-18","NYI","C","L",1989-10-02,27,2008,1,9,76,1079.4,224.1,142,52,0.015,-0.005,0.01,2.08,-0.24,1.84
"Josh Bailey","JOSH.BAILEY","8474573","18-19","NYI","C","L",1989-10-02,28,2008,1,9,82,1142.6,199.8,130,28,0.012,-0.029,0.005,1.62,-0.82,0.8
"Josh Bailey","JOSH.BAILEY","8474573","19-20","NYI","C","L",1989-10-02,29,2008,1,9,68,895.7,123,92,20,0.008,0.001,0.007,0.74,0.02,0.76
