"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_All","xEVO_GAR","xEVD_GAR","xPPO_GAR","xSHD_GAR","Take_GAR","Draw_GAR","xOff_GAR","xDef_GAR","Pens_GAR","xGAR","xWAR","xSPAR"
"Max Domi","MAX.DOMI","8477503","22-23","DAL","C","L",1995-03-02,27,2013,1,12,20,323.7,-1.3,0.2,-0.9,0,0.2,0.1,-2.3,0.2,0.3,-1.8,-0.3,-0.6
"Max Jones","MAX.JONES","8479368","18-19","ANA","L","L",1998-02-17,20,2016,1,24,30,394.9,-1.1,-0.4,0,0.5,-0.2,0.4,-1.1,0.1,0.2,-0.8,-0.1,-0.3
"Max Jones","MAX.JONES","8479368","19-20","ANA","L","L",1998-02-17,21,2016,1,24,59,842,-0.9,1.3,0.1,0.8,-1.1,0.6,-0.8,2.1,-0.6,0.7,0.1,0.3
"Max Jones","MAX.JONES","8479368","20-21","ANA","L","L",1998-02-17,22,2016,1,24,46,651.8,0.3,-2.6,0.7,-0.2,-0.2,1.1,1,-2.7,0.8,-0.9,-0.2,-0.3
"Max Jones","MAX.JONES","8479368","22-23","ANA","L","L",1998-02-17,24,2016,1,24,69,877.2,0,-0.3,-0.4,0,-1.9,1.7,-0.4,-0.3,-0.2,-1,-0.2,-0.3
"Max McCormick","MAX.MCCORMICK","8476323","15-16","OTT","L","L",1992-05-01,23,2011,6,171,20,209.2,-0.1,0.1,0,0,-0.2,-0.3,-0.1,0.1,-0.5,-0.5,-0.1,-0.2
"Max McCormick","MAX.MCCORMICK","8476323","17-18","OTT","L","L",1992-05-01,25,2011,6,171,30,250.5,1.5,0.3,0,0.2,0,0.4,1.5,0.5,0.4,2.4,0.5,0.9
"Max McCormick","MAX.MCCORMICK","8476323","18-19","OTT","L","L",1992-05-01,26,2011,6,171,14,105,-0.2,-0.8,0,0,-0.1,-0.2,-0.2,-0.8,-0.4,-1.4,-0.3,-0.5
"Max McCormick","MAX.MCCORMICK","8476323","20-21","CAR","L","L",1992-05-01,28,2011,6,171,12,93.8,-0.6,-1.3,0,0,-0.2,-0.2,-0.6,-1.3,-0.4,-2.2,-0.4,-0.8
"Max McCormick","MAX.MCCORMICK","8476323","21-22","SEA","L","L",1992-05-01,29,2011,6,171,10,81,-0.7,0.9,0,0,-0.6,-0.2,-0.7,0.9,-0.7,-0.5,-0.1,-0.2
"Max Pacioretty","MAX.PACIORETTY","8474157","08-09","MTL","L","L",1988-11-20,19,2007,1,22,34,429.1,-1.5,-0.5,0,0,-0.2,0.4,-1.6,-0.5,0.2,-1.9,-0.3,-0.6
"Max Pacioretty","MAX.PACIORETTY","8474157","09-10","MTL","L","L",1988-11-20,20,2007,1,22,52,660.9,-0.8,1,-0.2,0,0.1,0.1,-1,1,0.2,0.2,0,0.1
"Max Pacioretty","MAX.PACIORETTY","8474157","10-11","MTL","L","L",1988-11-20,21,2007,1,22,37,588.1,2.2,1.1,3.3,0,-0.2,1.1,5.5,1.1,0.9,7.5,1.3,2.6
"Max Pacioretty","MAX.PACIORETTY","8474157","11-12","MTL","L","L",1988-11-20,22,2007,1,22,79,1442.6,14.3,-2.2,-0.8,0,-0.4,0.9,13.5,-2.2,0.5,11.9,2.1,3.8
"Max Pacioretty","MAX.PACIORETTY","8474157","12-13","MTL","L","L",1988-11-20,23,2007,1,22,44,726.4,5.8,1.5,1.8,0.1,0.6,-0.1,7.6,1.5,0.5,9.6,1.8,3.3
"Max Pacioretty","MAX.PACIORETTY","8474157","13-14","MTL","L","L",1988-11-20,24,2007,1,22,73,1349.9,14,0,3.9,2,0.6,0.7,17.9,2.1,1.3,21.3,4,7.5
"Max Pacioretty","MAX.PACIORETTY","8474157","14-15","MTL","L","L",1988-11-20,25,2007,1,22,80,1551.5,12.8,-1.7,1.5,-0.4,1.3,-1.3,14.3,-2.1,0,12.2,2.3,4.4
"Max Pacioretty","MAX.PACIORETTY","8474157","15-16","MTL","L","L",1988-11-20,26,2007,1,22,82,1519.2,8.3,0.3,1.3,1,0.6,-1.2,9.6,1.3,-0.6,10.3,2,3.8
"Max Pacioretty","MAX.PACIORETTY","8474157","16-17","MTL","L","L",1988-11-20,27,2007,1,22,81,1553.3,11.7,-0.4,3.2,1.5,0.1,-0.9,14.9,1.1,-0.8,15.2,2.9,5.5
"Max Pacioretty","MAX.PACIORETTY","8474157","17-18","MTL","L","L",1988-11-20,28,2007,1,22,64,1216.8,-0.2,0.2,0.9,0.4,0,-1.1,0.7,0.6,-1.1,0.2,0,0.1
"Max Pacioretty","MAX.PACIORETTY","8474157","18-19","VGK","L","L",1988-11-20,29,2007,1,22,66,1122.1,6.2,-4,-0.1,-0.2,0,-0.7,6.1,-4.2,-0.7,1.1,0.2,0.4
"Max Pacioretty","MAX.PACIORETTY","8474157","19-20","VGK","L","L",1988-11-20,30,2007,1,22,71,1271,11,2.4,1.1,0,0.5,-0.7,12.1,2.4,-0.1,14.4,2.6,4.9
"Max Pacioretty","MAX.PACIORETTY","8474157","20-21","VGK","L","L",1988-11-20,31,2007,1,22,48,861.1,9.8,-1.1,2.7,0,0.7,-0.3,12.5,-1.1,0.4,11.8,2.1,4
"Max Pacioretty","MAX.PACIORETTY","8474157","21-22","VGK","L","L",1988-11-20,32,2007,1,22,39,677.8,9.2,0.1,-0.3,0,-0.1,-0.2,8.9,0.1,-0.3,8.7,1.5,2.9
"Max Pacioretty","MAX.PACIORETTY","8474157","22-23","CAR","L","L",1988-11-20,33,2007,1,22,5,68.2,0.8,0.4,-0.2,0,0.2,0,0.6,0.4,0.2,1.2,0.2,0.4
"Max Reinhart","MAX.REINHART","8475733","12-13","CGY","C","L",1992-02-04,20,2010,3,64,11,158.6,-1,0.3,0,-0.2,0.2,-0.2,-0.9,0.1,0,-0.8,-0.1,-0.3
"Max Reinhart","MAX.REINHART","8475733","13-14","CGY","C","L",1992-02-04,21,2010,3,64,8,85.6,-0.3,0,0,0,0,-0.2,-0.4,0,-0.2,-0.5,-0.1,-0.2
"Max Talbot","MAX.TALBOT","8470171","07-08","PIT","C","L",1984-02-11,23,2002,8,234,63,974,3.8,4,0.1,-0.2,0.7,-0.7,3.9,3.7,-0.1,7.6,1.4,2.7
"Max Talbot","MAX.TALBOT","8470171","08-09","PIT","C","L",1984-02-11,24,2002,8,234,75,1060.1,0,0,-0.2,-2.4,-0.3,-0.1,-0.2,-2.4,-0.4,-3.1,-0.6,-1.1
"Max Talbot","MAX.TALBOT","8470171","09-10","PIT","C","L",1984-02-11,25,2002,8,234,45,549.9,-1.7,-0.5,0,0.9,0.4,-0.6,-1.7,0.4,-0.1,-1.4,-0.3,-0.5
"Max Talbot","MAX.TALBOT","8470171","10-11","PIT","C","L",1984-02-11,26,2002,8,234,82,1235.6,-1,3.9,-0.1,0,0.9,0.4,-1,3.9,1.3,4.2,0.8,1.4
"Max Talbot","MAX.TALBOT","8470171","11-12","PHI","C","L",1984-02-11,27,2002,8,234,81,1296,7.9,0.1,-0.2,-0.8,0.5,1.1,7.7,-0.6,1.7,8.8,1.5,2.8
"Max Talbot","MAX.TALBOT","8470171","12-13","PHI","C","L",1984-02-11,28,2002,8,234,35,540.1,2.6,-1,0,0.8,0.2,-0.2,2.6,-0.1,-0.1,2.4,0.4,0.8
"Max Talbot","MAX.TALBOT","8470171","13-14","COL","C","L",1984-02-11,29,2002,8,234,70,1142.4,-0.7,-6.3,-0.1,-1.7,0.9,-0.8,-0.8,-8,0.1,-8.7,-1.6,-3.1
"Max Talbot","MAX.TALBOT","8470171","13-14","PHI","C","L",1984-02-11,29,2002,8,234,11,166.5,0.7,-0.8,0,0.1,0.1,0.3,0.7,-0.7,0.4,0.4,0.1,0.1
"Max Talbot","MAX.TALBOT","8470171","14-15","BOS","C","L",1984-02-11,30,2002,8,234,18,219.9,-1.3,0,0,-0.3,0.3,0.1,-1.3,-0.2,0.5,-1,-0.2,-0.4
"Max Talbot","MAX.TALBOT","8470171","14-15","COL","C","L",1984-02-11,30,2002,8,234,63,882.5,2,2.4,0,-3.5,0.3,0.6,1.9,-1.1,1,1.8,0.3,0.7
"Max Talbot","MAX.TALBOT","8470171","15-16","BOS","C","L",1984-02-11,31,2002,8,234,38,426.1,-0.4,-0.4,0,0.2,0.1,0,-0.4,-0.2,0.1,-0.5,-0.1,-0.2
"Max Veronneau","MAX.VERONNEAU","8480314","18-19","OTT","R","R",1995-12-12,22,2014,NA,NA,12,150.2,-0.5,-1.1,0.3,0,0.3,-0.1,-0.2,-1.1,0.2,-1.1,-0.2,-0.4
"Max Willman","MAX.WILLMAN","8478051","21-22","PHI","C","L",1995-02-13,26,2014,5,121,41,482.6,-1.4,0.3,0,-0.2,-0.4,-0.3,-1.4,0.1,-0.6,-1.9,-0.3,-0.6
"Max Willman","MAX.WILLMAN","8478051","22-23","PHI","C","L",1995-02-13,27,2014,5,121,9,80.7,-0.8,0.3,0,0,-0.2,-0.2,-0.8,0.3,-0.4,-0.8,-0.1,-0.3
"Maxim Afinogenov","MAXIM.AFINOGENOV","8466202","07-08","BUF","R","L",1979-09-04,28,1997,3,69,55,891.6,6.6,1.1,-2.4,0,-0.8,0.8,4.2,1.1,0,5.3,1,1.8
"Maxim Afinogenov","MAXIM.AFINOGENOV","8466202","08-09","BUF","R","L",1979-09-04,29,1997,3,69,48,605.1,-0.1,-1.5,-0.8,0,0.2,1.6,-0.9,-1.5,1.8,-0.6,-0.1,-0.2
"Maxim Afinogenov","MAXIM.AFINOGENOV","8466202","09-10","ATL","R","L",1979-09-04,30,1997,3,69,82,1426.3,5.7,-5.1,1.1,0,0.8,-0.1,6.8,-5.1,0.7,2.4,0.4,0.8
"Maxim Lapierre","MAXIM.LAPIERRE","8470654","07-08","MTL","C","R",1985-03-29,22,2003,2,61,53,697.6,0.4,0.8,0,0.5,0.2,0.1,0.4,1.2,0.4,2,0.4,0.7
"Maxim Lapierre","MAXIM.LAPIERRE","8470654","08-09","MTL","C","R",1985-03-29,23,2003,2,61,79,1169,2,0.1,0.3,-3.4,0.2,2.3,2.3,-3.3,2.5,1.5,0.3,0.5
"Maxim Lapierre","MAXIM.LAPIERRE","8470654","09-10","MTL","C","R",1985-03-29,24,2003,2,61,76,932.5,-3.2,-1.2,0,-0.4,-0.3,1.1,-3.2,-1.6,0.8,-4,-0.7,-1.4
"Maxim Lapierre","MAXIM.LAPIERRE","8470654","10-11","ANA","C","R",1985-03-29,25,2003,2,61,21,243.1,-1.9,-0.1,0,0.1,0.2,-0.5,-1.9,0,-0.2,-2.2,-0.4,-0.8
"Maxim Lapierre","MAXIM.LAPIERRE","8470654","10-11","MTL","C","R",1985-03-29,25,2003,2,61,38,444.6,-0.2,-1.1,0,0.4,-1.2,0.8,-0.2,-0.7,-0.5,-1.4,-0.2,-0.5
"Maxim Lapierre","MAXIM.LAPIERRE","8470654","10-11","VAN","C","R",1985-03-29,25,2003,2,61,19,219.2,-1.3,0.2,0,-0.3,0.2,0,-1.3,-0.1,0.2,-1.2,-0.2,-0.4
"Maxim Lapierre","MAXIM.LAPIERRE","8470654","11-12","VAN","C","R",1985-03-29,26,2003,2,61,82,920.5,0.8,-1.6,-0.1,0,0.2,0.4,0.7,-1.6,0.6,-0.3,0,-0.1
"Maxim Lapierre","MAXIM.LAPIERRE","8470654","12-13","VAN","C","R",1985-03-29,27,2003,2,61,48,604.6,-1.7,-0.9,0,0.3,-1.2,-0.9,-1.7,-0.5,-2.1,-4.3,-0.8,-1.5
"Maxim Lapierre","MAXIM.LAPIERRE","8470654","13-14","STL","C","R",1985-03-29,28,2003,2,61,71,792.9,1.1,-0.6,0,1.6,0.8,-1.1,1.1,1,-0.3,1.7,0.3,0.6
"Maxim Lapierre","MAXIM.LAPIERRE","8470654","14-15","PIT","C","R",1985-03-29,29,2003,2,61,35,390.9,-3.4,-1.6,0,-0.4,-0.2,-0.1,-3.4,-2.1,-0.3,-5.8,-1.1,-2.1
"Maxim Lapierre","MAXIM.LAPIERRE","8470654","14-15","STL","C","R",1985-03-29,29,2003,2,61,45,465.9,-1.6,-1.2,0,0.6,-0.2,-0.8,-1.6,-0.6,-1,-3.2,-0.6,-1.2
"Maxim Mamin","MAXIM.MAMIN","8479553","17-18","FLA","C","L",1995-01-13,22,2016,6,175,26,273.5,1.1,0.9,0,0,0.5,-0.4,1.1,0.9,0.1,2,0.4,0.8
"Maxim Mamin","MAXIM.MAMIN","8479553","18-19","FLA","C","L",1995-01-13,23,2016,6,175,7,51.4,-0.2,0.6,0,0,0.1,-0.1,-0.2,0.6,0,0.5,0.1,0.2
"Maxim Mamin","MAXIM.MAMIN","8479553","21-22","FLA","C","L",1995-01-13,26,2016,6,175,40,476.1,1.7,-1.6,0,0,0.3,-0.6,1.7,-1.6,-0.3,-0.2,0,-0.1
"Maxim Noreau","MAXIM.NOREAU","8474222","10-11","MIN","D","R",1987-05-24,23,2005,NA,NA,5,71.4,0.8,-0.3,-0.2,0,0.2,0.2,0.6,-0.3,0.4,0.8,0.1,0.3
"Maxime Fortunus","MAXIME.FORTUNUS","8469798","09-10","DAL","D","R",1983-07-28,26,2001,NA,NA,8,121.1,-0.9,-0.3,0,0.1,-0.1,-0.1,-0.9,-0.2,-0.2,-1.3,-0.2,-0.5
"Maxime Lajoie","MAXIME.LAJOIE","8479320","18-19","OTT","D","L",1997-11-05,20,2016,5,133,56,1058.7,-2.4,0.2,3.1,-1.2,0.4,-0.2,0.6,-0.9,0.2,-0.1,0,-0.1
"Maxime Lajoie","MAXIME.LAJOIE","8479320","21-22","CAR","D","L",1997-11-05,23,2016,5,133,5,62.7,0.2,-0.4,0,0,0.1,-0.1,0.2,-0.4,0.1,-0.2,0,-0.1
"Maxime MacEnauer","MAXIME.MACENAUER","8474139","11-12","ANA","C","L",1989-01-04,22,2007,3,63,29,313.6,0.6,0,0,-0.4,-1.2,-0.2,0.6,-0.3,-1.4,-1.2,-0.2,-0.4
"Melker Karlsson","MELKER.KARLSSON","8477922","14-15","S.J","C","R",1990-07-18,24,2008,NA,NA,53,818,3.7,1.3,-0.5,0,0.3,0.2,3.2,1.3,0.5,4.9,0.9,1.8
"Melker Karlsson","MELKER.KARLSSON","8477922","15-16","S.J","C","R",1990-07-18,25,2008,NA,NA,65,879,1.4,1.4,-0.3,-0.3,0.7,1,1.1,1.2,1.7,4.1,0.8,1.5
"Melker Karlsson","MELKER.KARLSSON","8477922","16-17","S.J","C","R",1990-07-18,26,2008,NA,NA,67,857.7,1.1,3.1,0,-0.3,0.5,1.1,1.1,2.8,1.7,5.6,1,2
"Melker Karlsson","MELKER.KARLSSON","8477922","17-18","S.J","C","R",1990-07-18,27,2008,NA,NA,71,940.6,-3.4,-1.4,0,-0.2,-0.4,-0.2,-3.4,-1.6,-0.6,-5.6,-1.1,-2.1
"Melker Karlsson","MELKER.KARLSSON","8477922","18-19","S.J","C","R",1990-07-18,28,2008,NA,NA,79,908.5,0.3,1.3,0,-1.8,0,-0.4,0.3,-0.5,-0.4,-0.6,-0.1,-0.2
"Melker Karlsson","MELKER.KARLSSON","8477922","19-20","S.J","C","R",1990-07-18,29,2008,NA,NA,61,748.4,-1.2,-0.2,0,-0.4,-0.3,-0.7,-1.2,-0.5,-0.9,-2.6,-0.5,-0.9
"Michael Amadio","MICHAEL.AMADIO","8478020","17-18","L.A","C","R",1996-05-13,21,2014,3,90,37,344.5,1.5,0.9,0.3,0,0.1,-0.2,1.8,0.9,-0.1,2.6,0.5,1
"Michael Amadio","MICHAEL.AMADIO","8478020","18-19","L.A","C","R",1996-05-13,22,2014,3,90,43,438.9,3.5,1.1,-0.4,0,0.4,-0.2,3.1,1.1,0.2,4.3,0.8,1.5
"Michael Amadio","MICHAEL.AMADIO","8478020","19-20","L.A","C","R",1996-05-13,23,2014,3,90,68,884.7,2,1.1,-0.7,0.1,1.1,-0.4,1.3,1.1,0.7,3.1,0.6,1.1
"Michael Amadio","MICHAEL.AMADIO","8478020","20-21","L.A","C","R",1996-05-13,24,2014,3,90,20,248,-1.3,-1.9,0.3,0,0.3,-0.1,-1.1,-1.9,0.2,-2.8,-0.5,-0.9
"Michael Amadio","MICHAEL.AMADIO","8478020","20-21","OTT","C","R",1996-05-13,24,2014,3,90,5,64.9,0.6,0.6,0,0,-0.1,-0.1,0.6,0.6,-0.2,1,0.2,0.3
"Michael Amadio","MICHAEL.AMADIO","8478020","21-22","VGK","C","R",1996-05-13,25,2014,3,90,53,653.5,6.9,3.6,0,0.2,0.9,-0.1,7,3.8,0.8,11.6,2,3.9
"Michael Amadio","MICHAEL.AMADIO","8478020","22-23","VGK","C/R","R",1996-05-13,26,2014,3,90,67,818.2,8.5,2.3,0.1,0,0.9,-0.4,8.7,2.3,0.4,11.4,1.9,3.7
"Michael Bournival","MICHAEL.BOURNIVAL","8475739","13-14","MTL","L","L",1992-05-31,21,2010,3,71,60,619.1,1.3,-0.8,0.2,0.3,0.2,-0.8,1.5,-0.4,-0.6,0.4,0.1,0.2
"Michael Bournival","MICHAEL.BOURNIVAL","8475739","14-15","MTL","L","L",1992-05-31,22,2010,3,71,29,228.8,1.2,0.4,0,0,0.3,0.1,1.2,0.5,0.4,2.1,0.4,0.8
"Michael Bournival","MICHAEL.BOURNIVAL","8475739","16-17","T.B","L","L",1992-05-31,24,2010,3,71,19,192.8,0.9,0.5,0,0,0.2,-0.2,0.9,0.5,0,1.5,0.3,0.5
"Michael Bunting","MICHAEL.BUNTING","8478047","20-21","ARI","L","L",1995-09-17,24,2014,4,117,21,350.5,4,0.9,1.5,0,0.2,-0.7,5.5,0.9,-0.5,5.9,1.1,2
"Michael Bunting","MICHAEL.BUNTING","8478047","21-22","TOR","L","L",1995-09-17,25,2014,4,117,79,1227.8,9.3,0.7,-0.2,0,-0.4,3.1,9.1,0.7,2.8,12.6,2.2,4.2
"Michael Bunting","MICHAEL.BUNTING","8478047","22-23","TOR","L","L",1995-09-17,26,2014,4,117,82,1295.3,4.4,-3.5,1.9,0,-0.4,1,6.4,-3.5,0.6,3.5,0.6,1.1
"Michael Carcone","MICHAEL.CARCONE","8479619","21-22","ARI","L","L",1996-05-19,25,2014,NA,NA,21,258.6,1.8,0,0.1,0,0.4,0,1.8,0,0.4,2.2,0.4,0.7
"Michael Carcone","MICHAEL.CARCONE","8479619","22-23","ARI","L","L",1996-05-19,26,2014,NA,NA,9,113.8,1.6,1.5,0,0,0,-0.1,1.6,1.5,0,3.1,0.5,1
"Michael Chaput","MICHAEL.CHAPUT","8475808","13-14","CBJ","C","L",1992-04-09,21,2010,3,89,17,151.2,-1.4,-0.2,0,0,0.2,0.4,-1.4,-0.1,0.6,-0.9,-0.2,-0.3
"Michael Chaput","MICHAEL.CHAPUT","8475808","14-15","CBJ","C","L",1992-04-09,22,2010,3,89,33,336.6,-1.7,0.3,0,-0.7,-0.4,-0.2,-1.7,-0.4,-0.6,-2.7,-0.5,-1
"Michael Chaput","MICHAEL.CHAPUT","8475808","15-16","CBJ","C","L",1992-04-09,23,2010,3,89,8,72,0.6,-0.1,0,0,0.2,0.1,0.6,-0.1,0.2,0.8,0.2,0.3
"Michael Chaput","MICHAEL.CHAPUT","8475808","16-17","VAN","C","L",1992-04-09,24,2010,3,89,68,749.5,-0.9,-0.7,0,-0.3,-0.6,-0.1,-1,-1,-0.7,-2.6,-0.5,-1
"Michael Chaput","MICHAEL.CHAPUT","8475808","17-18","VAN","C","L",1992-04-09,25,2010,3,89,9,88.1,-0.4,0.3,0,0.2,0.2,0,-0.4,0.5,0.2,0.3,0.1,0.1
"Michael Chaput","MICHAEL.CHAPUT","8475808","18-19","MTL","C","L",1992-04-09,26,2010,3,89,32,359.1,-2.4,-0.7,0,-0.6,-0.5,1.1,-2.4,-1.4,0.6,-3.2,-0.6,-1.1
"Michael Chaput","MICHAEL.CHAPUT","8475808","20-21","ARI","C","L",1992-04-09,28,2010,3,89,13,122.2,-0.6,0.5,0,-0.3,-0.6,-0.2,-0.6,0.3,-0.9,-1.2,-0.2,-0.4
"Michael Dal Colle","MICHAEL.DAL COLLE","8477936","17-18","NYI","L","L",1996-06-20,21,2014,1,5,4,53.4,-0.1,0.2,0,0,0.1,-0.1,-0.1,0.2,0,0.1,0,0
"Michael Dal Colle","MICHAEL.DAL COLLE","8477936","18-19","NYI","L","L",1996-06-20,22,2014,1,5,28,339,0.3,3.1,0,0,0.5,-0.5,0.3,3.1,0,3.4,0.6,1.2
"Michael Dal Colle","MICHAEL.DAL COLLE","8477936","19-20","NYI","L","L",1996-06-20,23,2014,1,5,53,625.3,-2.5,-0.8,-0.2,0,0.3,0,-2.7,-0.8,0.3,-3.1,-0.5,-1.1
"Michael Dal Colle","MICHAEL.DAL COLLE","8477936","20-21","NYI","L","L",1996-06-20,24,2014,1,5,26,309.5,-0.2,0.6,0,0,0.3,-0.2,-0.2,0.6,0.1,0.6,0.1,0.2
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","09-10","NYR","D","L",1990-06-24,19,2008,1,20,80,1517.6,10.4,-5.6,3.4,-0.3,2,0.4,13.8,-6,2.4,10.3,1.9,3.6
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","10-11","NYR","D","L",1990-06-24,20,2008,1,20,47,915.8,2.1,-1.3,1.8,0.2,1,-0.7,3.9,-1.1,0.3,3.2,0.6,1.1
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","11-12","NYR","D","L",1990-06-24,21,2008,1,20,77,1727.7,9.6,0.4,0.6,1.2,1.7,-0.8,10.2,1.5,0.9,12.7,2.2,4.1
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","12-13","NYR","D","L",1990-06-24,22,2008,1,20,46,1066.2,1.3,-3.7,-0.6,-0.1,1,0.7,0.7,-3.8,1.6,-1.5,-0.3,-0.5
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","13-14","NSH","D","L",1990-06-24,23,2008,1,20,25,407.4,-0.1,-0.8,0,-0.1,0.4,-0.1,-0.1,-0.9,0.2,-0.8,-0.1,-0.3
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","13-14","NYR","D","L",1990-06-24,23,2008,1,20,42,745.5,-0.4,-4.9,0.9,0,0.9,-0.1,0.5,-4.9,0.9,-3.5,-0.7,-1.2
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","14-15","PHI","D","L",1990-06-24,24,2008,1,20,64,1403.2,5.8,-2.5,1.2,0.8,-0.3,-0.2,7,-1.8,-0.6,4.6,0.9,1.7
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","15-16","PHI","D","L",1990-06-24,25,2008,1,20,52,1217.5,1.9,0.3,-0.1,0.6,1.4,0,1.7,1,1.4,4.2,0.8,1.5
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","16-17","PHI","D","L",1990-06-24,26,2008,1,20,51,994.7,5.9,-0.6,-0.9,0.6,-0.2,1.1,5,0,0.9,5.9,1.1,2.2
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","17-18","VAN","D","L",1990-06-24,27,2008,1,20,82,1705.9,2.3,-4.4,-0.6,0.4,-0.4,0.5,1.7,-4,0.1,-2.2,-0.4,-0.8
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","18-19","ANA","D","L",1990-06-24,28,2008,1,20,12,211.2,0.6,-1.6,0,0,0.4,0.1,0.6,-1.6,0.6,-0.4,-0.1,-0.1
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","18-19","STL","D","L",1990-06-24,28,2008,1,20,7,91.3,-0.3,-0.6,0,0,0.2,0.1,-0.3,-0.6,0.3,-0.6,-0.1,-0.2
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","18-19","VAN","D","L",1990-06-24,28,2008,1,20,23,412.7,0.8,0.7,0,-0.2,0,-0.2,0.8,0.5,-0.2,1.1,0.2,0.4
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","19-20","ANA","D","L",1990-06-24,29,2008,1,20,49,916.9,0.2,-2.6,0.3,-0.7,0.9,0.6,0.4,-3.3,1.5,-1.5,-0.3,-0.5
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","20-21","CBJ","D","L",1990-06-24,30,2008,1,20,53,948,3.6,-0.9,0.1,1.1,1.2,-0.7,3.7,0.2,0.5,4.5,0.8,1.5
"Michael Del Zotto","MICHAEL.DEL ZOTTO","8474584","21-22","OTT","D","L",1990-06-24,31,2008,1,20,26,474.7,1.2,1.3,0.3,0.1,0.6,-0.5,1.6,1.3,0.1,3,0.5,1
"Michael Eyssimont","MICHAEL.EYSSIMONT","8479591","22-23","S.J","C","L",1996-09-09,26,2016,5,142,20,296.7,2.4,1.7,-0.4,0,-1.1,0.4,1.9,1.7,-0.7,2.9,0.5,0.9
"Michael Eyssimont","MICHAEL.EYSSIMONT","8479591","22-23","T.B","C","L",1996-09-09,26,2016,5,142,15,171.2,0.1,-0.8,0,0,-0.6,0.3,0.1,-0.8,-0.3,-1,-0.2,-0.3
"Michael Eyssimont","MICHAEL.EYSSIMONT","8479591","22-23","WPG","C","L",1996-09-09,26,2016,5,142,19,193.7,-2.2,1.2,-0.1,0,0.3,-0.1,-2.3,1.2,0.2,-0.8,-0.1,-0.3
"Michael Frolik","MICHAEL.FROLIK","8473564","08-09","FLA","C","L",1988-02-17,20,2006,1,10,79,1169.8,9.5,0.2,-1,-0.1,1.3,0.7,8.5,0.1,2,10.5,1.9,3.7
"Michael Frolik","MICHAEL.FROLIK","8473564","09-10","FLA","C/R","L",1988-02-17,21,2006,1,10,82,1433.2,6.3,1.4,1.9,-0.2,0.9,-1,8.1,1.2,-0.1,9.2,1.7,3.2
"Michael Frolik","MICHAEL.FROLIK","8473564","10-11","CHI","R","L",1988-02-17,22,2006,1,10,28,413.7,-2,3,-0.4,0,-0.3,-0.3,-2.4,3,-0.5,0,0,0
"Michael Frolik","MICHAEL.FROLIK","8473564","10-11","FLA","R","L",1988-02-17,22,2006,1,10,52,833.7,1.2,1.2,-1.1,0.1,0.8,-0.4,0.1,1.3,0.5,1.8,0.3,0.6
"Michael Frolik","MICHAEL.FROLIK","8473564","11-12","CHI","R","L",1988-02-17,23,2006,1,10,63,811,-4.6,1.7,-0.1,1.3,0.3,-0.1,-4.7,3.1,0.2,-1.4,-0.3,-0.5
"Michael Frolik","MICHAEL.FROLIK","8473564","12-13","CHI","R","L",1988-02-17,24,2006,1,10,45,563.3,-0.3,0.3,0.1,0.7,0.1,-0.4,-0.2,1,-0.3,0.4,0.1,0.1
"Michael Frolik","MICHAEL.FROLIK","8473564","13-14","WPG","R","L",1988-02-17,25,2006,1,10,81,1350.5,7.5,-0.2,-0.5,0,2.2,-1,7.1,-0.2,1.2,8.1,1.5,2.9
"Michael Frolik","MICHAEL.FROLIK","8473564","14-15","WPG","R","L",1988-02-17,26,2006,1,10,82,1434.5,1.5,3,0.6,1.3,1.6,-0.7,2.2,4.3,0.9,7.4,1.4,2.7
"Michael Frolik","MICHAEL.FROLIK","8473564","15-16","CGY","R","L",1988-02-17,27,2006,1,10,64,1011.8,5.3,-1,-0.4,-0.3,0.2,-0.2,4.8,-1.4,0,3.4,0.7,1.3
"Michael Frolik","MICHAEL.FROLIK","8473564","16-17","CGY","R","L",1988-02-17,28,2006,1,10,82,1400.7,4.9,1.1,1.2,1.8,-1.4,-2,6.1,2.9,-3.3,5.7,1.1,2.1
"Michael Frolik","MICHAEL.FROLIK","8473564","17-18","CGY","R","L",1988-02-17,29,2006,1,10,70,1184.6,1.6,-0.1,-0.8,0,0.5,-0.8,0.8,-0.1,-0.3,0.5,0.1,0.2
